,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Investing cash flow,Dividends,Financing cash flow,Price
2016-09-30,2448000000.0,656000000.0,1792000000.0,993000000.0,391000000.0,209000000.0,0.43,482393000.0,4289000000.0,120051000000.0,37346000000.0,157397000000.0,0.0,84438000000.0,56836000000.0,59329000000.0,143767000000.0,13630000000.0,566000000.0,1153000000.0,-1522000000.0,-40000000.0,-1072000000.0,19.47
2016-12-31,2459000000.0,674000000.0,1785000000.0,988000000.0,380000000.0,248000000.0,0.53,481105000.0,5934000000.0,125639000000.0,38089000000.0,163728000000.0,0.0,93783000000.0,54128000000.0,56628000000.0,150411000000.0,13317000000.0,575000000.0,978000000.0,-6289000000.0,-38000000.0,6571000000.0,19.02
2017-03-31,2446000000.0,682000000.0,1764000000.0,1049000000.0,326000000.0,214000000.0,0.46,465961000.0,4302000000.0,124094000000.0,38007000000.0,162101000000.0,0.0,95161000000.0,51061000000.0,53575000000.0,148736000000.0,13365000000.0,534000000.0,1175000000.0,-1015000000.0,-38000000.0,-2144000000.0,20.33
2017-06-30,2476000000.0,700000000.0,1776000000.0,1079000000.0,376000000.0,252000000.0,0.55,457891000.0,4377000000.0,125722000000.0,38623000000.0,164345000000.0,0.0,99186000000.0,49145000000.0,51686000000.0,150872000000.0,13473000000.0,469000000.0,895000000.0,-2772000000.0,-37000000.0,1831000000.0,20.9
2017-09-30,2469000000.0,735000000.0,1734000000.0,1067000000.0,395000000.0,282000000.0,0.63,449169000.0,4424000000.0,124081000000.0,39932000000.0,164013000000.0,0.0,102735000000.0,45122000000.0,47705000000.0,150440000000.0,13573000000.0,431000000.0,1303000000.0,-375000000.0,-55000000.0,-904000000.0,24.26
2017-12-31,2475000000.0,740000000.0,1735000000.0,1063000000.0,410000000.0,181000000.0,0.41000000000000003,453704000.0,4252000000.0,128024000000.0,39124000000.0,167148000000.0,0.0,106824000000.0,44226000000.0,46830000000.0,153654000000.0,13494000000.0,425000000.0,706000000.0,-4565000000.0,-54000000.0,3250000000.0,29.16
2018-03-31,2470000000.0,794000000.0,1676000000.0,1075000000.0,328000000.0,250000000.0,0.5700000000000001,436213000.0,3721000000.0,130093000000.0,39928000000.0,170021000000.0,0.0,108959000000.0,45076000000.0,47980000000.0,156939000000.0,13082000000.0,434000000.0,1097000000.0,-4402000000.0,-58000000.0,2976000000.0,27.15
2018-06-30,2596000000.0,873000000.0,1723000000.0,997000000.0,461000000.0,349000000.0,0.81,430628000.0,3924000000.0,130786000000.0,40559000000.0,171345000000.0,0.0,107921000000.0,47328000000.0,50285000000.0,158206000000.0,13139000000.0,431000000.0,912000000.0,-1715000000.0,-57000000.0,805000000.0,26.27
2018-09-30,2694000000.0,942000000.0,1752000000.0,1040000000.0,465000000.0,374000000.0,0.88,422187000.0,3772000000.0,131845000000.0,41256000000.0,173101000000.0,0.0,111454000000.0,45542000000.0,48562000000.0,160016000000.0,13085000000.0,415000000.0,1335000000.0,-2729000000.0,-64000000.0,1161000000.0,26.45
2018-12-31,2706000000.0,1028000000.0,1678000000.0,1070000000.0,368000000.0,290000000.0,0.7000000000000001,425165000.0,4537000000.0,135861000000.0,43008000000.0,178869000000.0,0.0,118364000000.0,44193000000.0,47237000000.0,165601000000.0,13268000000.0,369000000.0,806000000.0,-5663000000.0,-63000000.0,5779000000.0,22.66
2019-03-31,2899000000.0,1055000000.0,1844000000.0,1112000000.0,486000000.0,374000000.0,0.93,404129000.0,3957000000.0,135232000000.0,44885000000.0,180117000000.0,0.0,121832000000.0,41490000000.0,44586000000.0,166418000000.0,13699000000.0,369000000.0,1081000000.0,-2041000000.0,-70000000.0,237000000.0,27.49
2019-06-30,2886000000.0,1095000000.0,1791000000.0,1058000000.0,494000000.0,582000000.0,1.46,398100000.0,3563000000.0,134226000000.0,46222000000.0,180448000000.0,0.0,125495000000.0,37466000000.0,40637000000.0,166132000000.0,14316000000.0,383000000.0,763000000.0,-466000000.0,-69000000.0,-933000000.0,30.99
2019-09-30,2904000000.0,1069000000.0,1835000000.0,1101000000.0,500000000.0,381000000.0,0.98,390205000.0,3617000000.0,134470000000.0,47015000000.0,181485000000.0,0.0,128059000000.0,35730000000.0,38976000000.0,167035000000.0,14450000000.0,384000000.0,1289000000.0,-641000000.0,-67000000.0,-546000000.0,33.16
2019-12-31,2929000000.0,1024000000.0,1905000000.0,1156000000.0,487000000.0,378000000.0,0.99,393234000.0,3555000000.0,133239000000.0,47405000000.0,180644000000.0,0.0,128896000000.0,34027000000.0,37332000000.0,166228000000.0,14416000000.0,419000000.0,917000000.0,-621000000.0,-67000000.0,-288000000.0,30.56
2020-03-31,2617000000.0,957000000.0,1660000000.0,1823000000.0,-411000000.0,-319000000.0,-0.85,375723000.0,6161000000.0,133866000000.0,48661000000.0,182527000000.0,17219000000.0,134637000000.0,31066000000.0,34371000000.0,169008000000.0,13519000000.0,386000000.0,814000000.0,-325000000.0,-72000000.0,2201000000.0,14.43
2020-06-30,2733000000.0,872000000.0,1861000000.0,1222000000.0,337000000.0,241000000.0,0.64,375051000.0,19131000000.0,137024000000.0,47037000000.0,184061000000.0,12419000000.0,137721000000.0,29176000000.0,32514000000.0,170235000000.0,13826000000.0,466000000.0,348000000.0,11630000000.0,-72000000.0,919000000.0,19.83
2020-09-30,2629000000.0,770000000.0,1859000000.0,1052000000.0,632000000.0,476000000.0,1.26,375658000.0,19939000000.0,137691000000.0,47579000000.0,185270000000.0,9821000000.0,142039000000.0,25704000000.0,29105000000.0,171144000000.0,14126000000.0,357000000.0,1442000000.0,-300000000.0,-73000000.0,-486000000.0,25.07
2020-12-31,2801000000.0,644000000.0,2157000000.0,1125000000.0,856000000.0,687000000.0,1.83,375629000.0,15621000000.0,133957000000.0,48208000000.0,182165000000.0,7257000000.0,142018000000.0,22006000000.0,25444000000.0,167462000000.0,14703000000.0,391000000.0,1135000000.0,-2578000000.0,-72000000.0,-2609000000.0,35.66
2021-03-31,2657000000.0,557000000.0,2100000000.0,930000000.0,1007000000.0,796000000.0,2.11,375229000.0,15778000000.0,129057000000.0,52822000000.0,181879000000.0,5670000000.0,143264000000.0,20503000000.0,23990000000.0,167254000000.0,14625000000.0,373000000.0,1170000000.0,452000000.0,-73000000.0,-1167000000.0,45.21
2021-06-30,2665000000.0,498000000.0,2167000000.0,1043000000.0,1042000000.0,900000000.0,2.43,370412000.0,13664000000.0,125937000000.0,54533000000.0,180470000000.0,7167000000.0,142508000000.0,16896000000.0,20432000000.0,162940000000.0,17530000000.0,267000000.0,452000000.0,-543000000.0,-71000000.0,-2496000000.0,49.84
2021-09-30,2568000000.0,444000000.0,2124000000.0,1078000000.0,907000000.0,683000000.0,1.9,359179000.0,10915000000.0,125446000000.0,53738000000.0,179184000000.0,5439000000.0,143412000000.0,14946000000.0,18483000000.0,161895000000.0,17289000000.0,291000000.0,1461000000.0,-1484000000.0,-93000000.0,-2880000000.0,51.05
2021-12-31,2800000000.0,415000000.0,2385000000.0,1300000000.0,899000000.0,681000000.0,1.8,362583000.0,5062000000.0,127336000000.0,54778000000.0,182114000000.0,5910000000.0,144521000000.0,17029000000.0,20543000000.0,165064000000.0,17050000000.0,330000000.0,959000000.0,-9523000000.0,-87000000.0,2695000000.0,47.61
2022-03-31,2753000000.0,401000000.0,2352000000.0,1289000000.0,846000000.0,627000000.0,1.87,335678000.0,3932000000.0,129197000000.0,55100000000.0,184297000000.0,8151000000.0,149499000000.0,15885000000.0,19385000000.0,168884000000.0,15413000000.0,339000000.0,1641000000.0,-5685000000.0,-104000000.0,2987000000.0,43.48
2022-06-30,2762000000.0,467000000.0,2295000000.0,1442000000.0,634000000.0,454000000.0,1.4,322057000.0,4167000000.0,132715000000.0,52988000000.0,185703000000.0,11369000000.0,151245000000.0,16984000000.0,20474000000.0,171719000000.0,13984000000.0,327000000.0,1831000000.0,-3750000000.0,-99000000.0,2066000000.0,33.51
2022-09-30,3058000000.0,804000000.0,2254000000.0,1599000000.0,417000000.0,272000000.0,0.88,308220000.0,5004000000.0,137376000000.0,51264000000.0,188640000000.0,10461000000.0,156110000000.0,16628000000.0,20096000000.0,176206000000.0,12434000000.0,334000000.0,1602000000.0,-4473000000.0,-95000000.0,3842000000.0,27.83
