,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price,Current Debt
2015-09-30,6798000000.0,3382000000.0,3416000000.0,2015000000.0,1401000000.0,922000000.0,3.0,2579000000.0,1401000000.0,307600000.0,344000000.0,20687000000.0,21031000000.0,81079000000.0,102110000000.0,65709000000.0,6743000000.0,12368000000.0,78077000000.0,24033000000.0,1178000000.0,1799000000.0,-47000000.0,-1256000000.0,-188000000.0,-511000000.0,99.53,0
2015-12-31,6678000000.0,3363000000.0,3315000000.0,2011000000.0,1304000000.0,859000000.0,2.87,2474000000.0,1304000000.0,310600000.0,380000000.0,20377000000.0,20757000000.0,79427000000.0,100184000000.0,64936000000.0,6344000000.0,11650000000.0,76586000000.0,23598000000.0,1170000000.0,760000000.0,-7000000.0,808000000.0,-182000000.0,-1529000000.0,112.86,0
2016-03-31,6686000000.0,3712000000.0,2974000000.0,1966000000.0,1008000000.0,686000000.0,2.33,2192000000.0,1008000000.0,294200000.0,361000000.0,20872000000.0,21233000000.0,80447000000.0,101680000000.0,65828000000.0,6344000000.0,11686000000.0,77514000000.0,24166000000.0,1184000000.0,850000000.0,-7000000.0,-146000000.0,-180000000.0,-725000000.0,116.71,0
2016-06-30,6785000000.0,3762000000.0,3023000000.0,2043000000.0,980000000.0,659000000.0,2.27,2169000000.0,980000000.0,290100000.0,265000000.0,20884000000.0,21149000000.0,81297000000.0,102446000000.0,65415000000.0,6436000000.0,12317000000.0,77732000000.0,24714000000.0,1189000000.0,443000000.0,-13000000.0,55000000.0,-195000000.0,-589000000.0,119.04,0
2016-09-30,6961000000.0,3856000000.0,3105000000.0,2069000000.0,1036000000.0,710000000.0,2.48,2259000000.0,1036000000.0,286000000.0,269000000.0,20771000000.0,21040000000.0,81747000000.0,102787000000.0,65885000000.0,6436000000.0,12463000000.0,78348000000.0,24439000000.0,1223000000.0,1770000000.0,-10000000.0,-1043000000.0,-194000000.0,-721000000.0,114.55,0
2016-12-31,7193000000.0,3740000000.0,3453000000.0,2061000000.0,1392000000.0,937000000.0,3.32,2607000000.0,1392000000.0,288100000.0,307000000.0,20207000000.0,20514000000.0,79731000000.0,100245000000.0,65160000000.0,6437000000.0,11864000000.0,77024000000.0,23221000000.0,1215000000.0,1406000000.0,-18000000.0,-593000000.0,-188000000.0,-771000000.0,122.42,0
2017-03-31,6942000000.0,4094000000.0,2848000000.0,1999000000.0,849000000.0,613000000.0,2.19,2063000000.0,849000000.0,279700000.0,249000000.0,20624000000.0,20873000000.0,80373000000.0,101246000000.0,66231000000.0,6438000000.0,11403000000.0,77634000000.0,23612000000.0,1214000000.0,848000000.0,-16000000.0,-515000000.0,-190000000.0,-393000000.0,120.54,0
2017-06-30,7184000000.0,4225000000.0,2959000000.0,2077000000.0,882000000.0,590000000.0,2.13,2112000000.0,882000000.0,277500000.0,328000000.0,20860000000.0,21188000000.0,81481000000.0,102669000000.0,66690000000.0,6920000000.0,12121000000.0,78811000000.0,23858000000.0,1230000000.0,906000000.0,-10000000.0,-675000000.0,-199000000.0,-157000000.0,126.53,0
2017-09-30,7325000000.0,4806000000.0,2519000000.0,2104000000.0,415000000.0,291000000.0,1.06,1676000000.0,415000000.0,274100000.0,379000000.0,21057000000.0,21436000000.0,82875000000.0,104311000000.0,68177000000.0,6921000000.0,12396000000.0,80573000000.0,23738000000.0,1261000000.0,1731000000.0,-14000000.0,-1186000000.0,-200000000.0,-498000000.0,122.52,0
2017-12-31,7451000000.0,4342000000.0,3109000000.0,2156000000.0,953000000.0,547000000.0,2.0,2227000000.0,953000000.0,276000000.0,344000000.0,20779000000.0,21123000000.0,82360000000.0,103483000000.0,67614000000.0,6571000000.0,12138000000.0,79752000000.0,23731000000.0,1274000000.0,663000000.0,-19000000.0,174000000.0,-196000000.0,-872000000.0,135.64,0
2018-03-31,7286000000.0,4296000000.0,2990000000.0,2123000000.0,867000000.0,664000000.0,2.45,2140000000.0,867000000.0,271000000.0,397000000.0,21446000000.0,21843000000.0,81833000000.0,103676000000.0,68567000000.0,6963000000.0,12130000000.0,80697000000.0,22979000000.0,1273000000.0,554000000.0,-33000000.0,-381000000.0,-197000000.0,-122000000.0,138.86,0
2018-06-30,7477000000.0,4562000000.0,2915000000.0,2194000000.0,721000000.0,520000000.0,1.9300000000000002,2001000000.0,721000000.0,268700000.0,415000000.0,21572000000.0,21987000000.0,81536000000.0,103523000000.0,68942000000.0,6464000000.0,11958000000.0,80900000000.0,22623000000.0,1280000000.0,1144000000.0,-11000000.0,-76000000.0,-207000000.0,-1044000000.0,122.34,0
2018-09-30,7723000000.0,4655000000.0,3068000000.0,2176000000.0,892000000.0,704000000.0,2.65,2207000000.0,892000000.0,266100000.0,359000000.0,21555000000.0,21914000000.0,82476000000.0,104390000000.0,69714000000.0,6564000000.0,12216000000.0,81930000000.0,22460000000.0,1315000000.0,1734000000.0,-13000000.0,-1302000000.0,-207000000.0,-488000000.0,129.71,0
2018-12-31,7796000000.0,4778000000.0,3018000000.0,2185000000.0,833000000.0,616000000.0,2.33,2149000000.0,833000000.0,267400000.0,373000000.0,21239000000.0,21612000000.0,82621000000.0,104233000000.0,69297000000.0,6564000000.0,12042000000.0,81339000000.0,22894000000.0,1316000000.0,948000000.0,-17000000.0,-570000000.0,-203000000.0,-358000000.0,119.75,0
2019-03-31,7671000000.0,4442000000.0,3229000000.0,2174000000.0,1055000000.0,791000000.0,3.01,2383000000.0,1055000000.0,262900000.0,357000000.0,21974000000.0,22331000000.0,84915000000.0,107246000000.0,70286000000.0,7057000000.0,12620000000.0,82906000000.0,24340000000.0,1328000000.0,639000000.0,-77000000.0,-586000000.0,-205000000.0,-71000000.0,137.16,0
2019-06-30,7834000000.0,4821000000.0,3013000000.0,2259000000.0,754000000.0,553000000.0,2.11,2078000000.0,754000000.0,261300000.0,416000000.0,22171000000.0,22587000000.0,85985000000.0,108572000000.0,70978000000.0,6558000000.0,12273000000.0,83251000000.0,25321000000.0,1324000000.0,1153000000.0,-8000000.0,-115000000.0,-214000000.0,-979000000.0,149.52,0
2019-09-30,8013000000.0,5230000000.0,2783000000.0,2267000000.0,516000000.0,393000000.0,1.52,1865000000.0,516000000.0,259200000.0,508000000.0,21943000000.0,22451000000.0,87790000000.0,110241000000.0,71899000000.0,6558000000.0,12735000000.0,84634000000.0,25607000000.0,1349000000.0,2001000000.0,-10000000.0,-1346000000.0,-214000000.0,-557000000.0,148.69,0
2019-12-31,8063000000.0,4640000000.0,3423000000.0,2266000000.0,1157000000.0,866000000.0,3.37,2520000000.0,1157000000.0,260000000.0,494000000.0,21432000000.0,21926000000.0,88196000000.0,110122000000.0,71435000000.0,6558000000.0,12744000000.0,84179000000.0,25943000000.0,1363000000.0,1412000000.0,-12000000.0,-855000000.0,-211000000.0,-580000000.0,136.95,0
2020-03-31,7908000000.0,4789000000.0,3119000000.0,2315000000.0,804000000.0,595000000.0,2.34,2185000000.0,804000000.0,254400000.0,544000000.0,22018000000.0,22562000000.0,86874000000.0,109436000000.0,72186000000.0,6559000000.0,12046000000.0,84232000000.0,25204000000.0,1381000000.0,628000000.0,-16000000.0,84000000.0,-210000000.0,-650000000.0,99.35,0
2020-06-30,7401000000.0,5107000000.0,2294000000.0,2294000000.0,0.0,-41000000.0,-0.16,1361000000.0,0.0,251600000.0,623000000.0,21811000000.0,22434000000.0,90903000000.0,113337000000.0,73210000000.0,7049000000.0,13184000000.0,86394000000.0,26943000000.0,1361000000.0,1664000000.0,-8000000.0,-1898000000.0,-216000000.0,308000000.0,114.05,0
2020-09-30,8275000000.0,4886000000.0,3389000000.0,2316000000.0,1073000000.0,821000000.0,3.24,2466000000.0,1073000000.0,253300000.0,583000000.0,21791000000.0,22374000000.0,94010000000.0,116384000000.0,74883000000.0,7050000000.0,13652000000.0,88535000000.0,27849000000.0,1393000000.0,2326000000.0,175000000.0,-2163000000.0,-217000000.0,-210000000.0,108.19,0
2020-12-31,8397000000.0,4341000000.0,4056000000.0,2357000000.0,1699000000.0,1303000000.0,5.13,3126000000.0,1699000000.0,253500000.0,721000000.0,21193000000.0,21914000000.0,94850000000.0,116764000000.0,74360000000.0,6550000000.0,13203000000.0,87563000000.0,29201000000.0,1427000000.0,1901000000.0,-264000000.0,-915000000.0,-218000000.0,-864000000.0,140.37,0
2021-03-31,8313000000.0,4970000000.0,3343000000.0,2370000000.0,973000000.0,728000000.0,2.89,2415000000.0,973000000.0,252100000.0,663000000.0,21948000000.0,22611000000.0,94421000000.0,117032000000.0,76074000000.0,6550000000.0,12689000000.0,88763000000.0,28269000000.0,1442000000.0,1190000000.0,-5000000.0,-774000000.0,-214000000.0,-477000000.0,150.4,0
2021-06-30,8687000000.0,5045000000.0,3642000000.0,2428000000.0,1214000000.0,927000000.0,3.7,2683000000.0,1214000000.0,250700000.0,689000000.0,21860000000.0,22549000000.0,97210000000.0,119759000000.0,76789000000.0,7290000000.0,13814000000.0,90603000000.0,29156000000.0,1469000000.0,1849000000.0,-9000000.0,-2011000000.0,-222000000.0,188000000.0,149.71,0
2021-09-30,8805000000.0,5464000000.0,3341000000.0,2468000000.0,873000000.0,657000000.0,2.65,2366000000.0,873000000.0,247700000.0,818000000.0,21726000000.0,22544000000.0,98162000000.0,120706000000.0,78146000000.0,7290000000.0,14086000000.0,92232000000.0,28474000000.0,1493000000.0,2543000000.0,-8000000.0,-1637000000.0,-219000000.0,-770000000.0,152.01,0
2021-12-31,9011000000.0,4819000000.0,4192000000.0,2454000000.0,1738000000.0,1323000000.0,5.43,3247000000.0,1738000000.0,248500000.0,761000000.0,21329000000.0,22090000000.0,98376000000.0,120466000000.0,77671000000.0,7290000000.0,13908000000.0,91579000000.0,28887000000.0,1509000000.0,1692000000.0,25000000.0,-774000000.0,-214000000.0,-978000000.0,156.43,0
2022-03-31,8809000000.0,5039000000.0,3770000000.0,2501000000.0,1269000000.0,1011000000.0,4.2,2813000000.0,1269000000.0,240900000.0,752000000.0,22494000000.0,23246000000.0,95346000000.0,118592000000.0,79379000000.0,7291000000.0,13682000000.0,93061000000.0,25531000000.0,1544000000.0,1266000000.0,-9000000.0,-657000000.0,-213000000.0,-613000000.0,182.73,0
2022-06-30,9136000000.0,5803000000.0,3333000000.0,2588000000.0,745000000.0,547000000.0,2.29,2320000000.0,745000000.0,238400000.0,710000000.0,22572000000.0,23282000000.0,93305000000.0,116587000000.0,80167000000.0,7291000000.0,13546000000.0,93713000000.0,22874000000.0,1575000000.0,1375000000.0,-7000000.0,-710000000.0,-223000000.0,-688000000.0,169.13,0
2022-09-30,9303000000.0,6088000000.0,3215000000.0,2599000000.0,616000000.0,450000000.0,1.9100000000000001,2217000000.0,616000000.0,235400000.0,773000000.0,22036000000.0,22809000000.0,91508000000.0,114317000000.0,80898000000.0,7291000000.0,13513000000.0,94411000000.0,19906000000.0,1601000000.0,2484000000.0,-12000000.0,-1687000000.0,-220000000.0,-710000000.0,153.2,0
2022-12-31,9636000000.0,5924000000.0,3712000000.0,2637000000.0,1075000000.0,810000000.0,0.0,0.0,1075000000.0,233200000.0,799000000.0,21588000000.0,22387000000.0,93330000000.0,115717000000.0,80904000000.0,7292000000.0,13253000000.0,94157000000.0,21560000000.0,1621000000.0,1340000000.0,-13000000.0,-674000000.0,-219000000.0,-658000000.0,187.49,0
