,Revenue,COGS,Gross Profit,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2017-12-31,3237701000.0,1833800000.0,1403901000.0,314801000.0,841799900.0,2.91,426501000.0,314800800.0,288900000.0,2470800000.0,1469800000.0,3940600000.0,250000600000.0,253941200000.0,39500000.0,72063600000.0,3178400000.0,168955700000.0,241019300000.0,12921900000.0,111700000.0,559300000.0,-31500000.0,-735100000.0,-141500000.0,-148400000.0,70.56
2018-03-31,2883600000.0,1441600000.0,1442000000.0,457000000.0,397100000.0,1.37,580600000.0,457000000.0,289400000.0,2335700000.0,1638400000.0,3974100000.0,249662400000.0,253636500000.0,78100000.0,72519700000.0,3196600000.0,168861000000.0,241380700000.0,12255800000.0,123600000.0,746500000.0,-26000000.0,-979900000.0,-147300000.0,98300000.0,60.91
2018-06-30,3234900000.0,1729400000.0,1505500000.0,515399900.0,456600000.0,1.58,630999900.0,515399900.0,286400000.0,2342000000.0,1455600000.0,3797600000.0,248306400000.0,252104000000.0,64500000.0,73433590000.0,3219900000.0,166963900000.0,240397500000.0,11706500000.0,115600000.0,891700000.0,-17600000.0,-1361600000.0,-148500000.0,476200000.0,52.95
2018-09-30,4348100000.0,2674000000.0,1674100000.0,569100100.0,456300000.0,1.6,641900100.0,569100100.0,284900000.0,2926700000.0,1514400000.0,4441100000.0,254317200000.0,258758300000.0,36100000.0,75517000000.0,3245500000.0,171472600000.0,246989600000.0,11768700000.0,72800000.0,2075700000.0,-29800000.0,-2067200000.0,-150700000.0,576200000.0,58.59
2018-12-31,3770600000.0,2471100000.0,1299500000.0,242899900.0,236500000.0,0.8300000000000001,413299900.0,242900400.0,285800000.0,2977500000.0,1413100000.0,4390600000.0,238645500000.0,243036100000.0,42900000.0,76295800000.0,3259600000.0,155284300000.0,231580100000.0,11456000000.0,170400000.0,1442600000.0,-18900000.0,-1293800000.0,-152100000.0,-98000000.0,44.17
2019-03-31,3743900000.0,2225200000.0,1518700000.0,525999800.0,429900000.0,1.54,525999800.0,525999800.0,278700000.0,2259700000.0,1641100000.0,3900800000.0,255519100000.0,259419900000.0,43900000.0,77523500000.0,3266400000.0,169134200000.0,246657700000.0,12762200000.0,109900000.0,1176400000.0,-29400000.0,-1491100000.0,-150200000.0,-403100000.0,50.19
2019-06-30,3972600000.0,2476000000.0,1496600000.0,450300000.0,386300000.0,1.38,450300000.0,450300000.0,279000000.0,3315900000.0,1549200000.0,4865100000.0,263052900000.0001,267918000000.0,76800000.0,79211300000.0,3762400000.0,174604700000.0,253816000000.0,14102000000.0,245400000.0,1502000000.0,-36000000.0,-852900000.0,-150400000.0,407100000.0,57.92
2019-09-30,4458400000.0,2870400000.0,1588000000.0,345699700.0,277100000.0,0.98,345699700.0,345699700.0,279000000.0,3198000000.0,1635700000.0,4833700000.0,265404700000.0,270238400000.0001,96100000.0,81401500000.0,3763900000.0,173964100000.0,255365600000.0,14872800000.0,473600000.0,1786400000.0,-32700000.0,-2582200000.0,-153000000.0,677900000.0,57.14
2019-12-31,4047199000.0,2453300000.0,1593900000.0,371300500.0,300900000.0,1.08,371300500.0,371301300.0,278600000.0,2515900000.0,1740300000.0,4256200000.0,271831600000.0,276087800000.0,93400000.0,83258500000.0,3734100000.0,178143500000.0,261402000000.0,14685800000.0,598200000.0,1028400000.0,-34300000.0,-2762300000.0,-152400000.0,1051800000.0,55.0
2020-03-31,4551300000.0,2887600000.0,1663700000.0,328200200.0,288900000.0,1.05,328200200.0,328200200.0,275000000.0,3482700000.0,1691000000.0,5173700000.0,241730200000.0,246903900000.0,105600000.0,84337100000.0,3670100000.0,149594200000.0,233931300000.0,12972600000.0,0.0,1589100000.0,-18000000.0,-912700000.0,-153600000.0,290400000.0,31.34
2020-06-30,3114600000.0,1632700000.0,1481900000.0,498600100.0,398300000.0,1.45,498600100.0,498600100.0,274300000.0,3150400000.0,1760000000.0,4910400000.0,266399000000.0,271309400000.0001,76300000.0,86268200000.0,4163400000.0,169730200000.0,255998400000.0,15311000000.0,0.0,457000000.0,-28400000.0,-1308400000.0,-153500000.0,519100000.0,41.54
2020-09-30,3310700000.0,1869700000.0,1441000000.0,275099900.0,236000000.0,0.86,275099900.0,275099900.0,274800000.0,3556700000.0,1530200000.0,5086900000.0,273397900000.0001,278484800000.0,76600000.0,88030200000.0,4279000000.0,174733500000.0,262763700000.0,15721100000.0,0.0,1064300000.0,-36500000.0,-1418800000.0,-153700000.0,760800000.0,40.27
2020-12-31,3765101000.0,2011700000.0,1753400000.0,591600600.0,472600100.0,1.72,591600600.0,591599900.0,274700000.0,2849800000.0,1723800000.0,4573600000.0,292054100000.0,296627700000.0,84700000.0,89589000000.0,4279200000.0,190421400000.0,280010400000.0,16617300000.0,664800000.0,628200000.0,-25900000.0,-1385900000.0,-153700000.0,50800000.0,49.61
2021-03-31,3208500000.0,1392900000.0,1815600000.0,613900100.0,517100000.0,1.8900000000000001,613900100.0,613900100.0,272900000.0,2003500000.0,1708300000.0,3711800000.0,291922800000.0,295634600000.0,84000000.0,87923700000.0,4279400000.0,192248600000.0,280172300000.0,15462300000.0,0.0,140800000.0,-22900000.0,-1019200000.0,-152200000.0,32100000.0,59.96
2021-06-30,3539400000.0,1841700000.0,1697700000.0,432599900.0,361800000.0,1.34,432599900.0,432599900.0,271300000.0,2417400000.0,1675700000.0,4093100000.0,298072400000.0,302165500000.0,82700000.0,88306000000.0,4279500000.0,197568000000.0,285874000000.0,16291500000.0,0.0,992800000.0,-22900000.0,76400000.0,-165200000.0,-655300000.0,63.19
2021-09-30,3423700000.0,1799100000.0,1624600000.0,428099900.0,359900000.0,1.34,428099900.0,428099900.0,268000000.0,3145400000.0,1713200000.0,4858600000.0,294049800000.0,298908400000.0,74300000.0,88751000000.0,4279700000.0,194028200000.0,282779200000.0,16129200000.0,0.0,973400000.0,-63100000.0,-1924500000.0,-168200000.0,1679100000.0,64.4
2021-12-31,4091100000.0,2158100000.0,1933000000.0,608999800.0,471800000.0,1.79,608999800.0,609000700.0,269000000.0,2332000000.0,1842400000.0,4174400000.0,300482800000.0,304657200000.0,79800000.0,88696910000.0,4280200000.0,199834500000.0,288531400000.0,16125800000.0,593100000.0,1111800000.0,-21000000.0,-2790800000.0,-168500000.0,865600000.0,72.33
2022-03-31,3110000000.0,1483000000.0,1627000000.0,428000000.0,376200000.0,1.45,428000000.0,428000000.0,259400000.0,2741200000.0,2374400000.0,5115600000.0,286422900000.0,291538500000.0,279400000.0,89020800000.0,4280400000.0,190565000000.0,279585800000.0,11952700000.0,0.0,31500000.0,-25400000.0,126800000.0,-167000000.0,250900000.0,73.41
2022-06-30,6658700000.0,1303100000.0,5355600000.0,3897100000.0,3059400000.0,12.11,3897100000.0,3897100000.0,252600000.0,3173100000.0,28285000000.0,31458100000.0,261762100000.0,293220200000.0,66900000.0,110728300000.0,4280700000.0,171413300000.0,282141600000.0,11078600000.0,0.0,807200000.0,-26300000.0,-224700000.0,-161700000.0,-150600000.0,66.79
2022-09-30,4600900000.0,1759300000.0,2841600000.0,1730100000.0,1385500000.0,5.59,1730100000.0,1730100000.0,248000000.0,4239600000.0,27229600000.0,31469200000.0,251111400000.0,282580600000.0,66500000.0,108939100000.0,3981000000.0,164153200000.0,273092300000.0,9488300000.0,0.0,1171000000.0,-34600000.0,587900000.0,-157400000.0,-692400000.0,72.15
