,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Investing cash flow,Dividends,Financing cash flow,Price,Current Debt
2018-03-31,1745157000.0,1511100000.0,234057000.0,8996000.0,225061000.0,210318000.0,5.14,234011000.0,225061000.0,40469000.0,700586000.0,3528543000.0,4229129000.0,19284070000.0,23513200000.0,14224240000.0,633449000.0,944772000.0,15169020000.0,8344180000.0,8950000.0,195640000.0,-55416000.0,-53240000.0,-76868000.0,256.82,0
2018-06-30,1892939000.0,1817815000.0,75124000.0,6633000.0,68491000.0,69895000.0,1.71,77218000.0,68491000.0,40504000.0,619493000.0,4021665000.0,4641158000.0,19244730000.0,23885880000.0,14566150000.0,633504000.0,1078387000.0,15644540000.0,8241349000.0,8727000.0,-62992000.0,57590000.0,-53240000.0,-79206000.0,230.48,0
2018-09-30,1936463000.0,1731201000.0,205262000.0,7890000.0,197371900.0,198381000.0,5.04,204498900.0,197371900.0,40350000.0,639761000.0,4102429000.0,4742190000.0,19668670000.0,24410860000.0,15104730000.0,633558000.0,977115000.0,16081840000.0,8329013000.0,7127000.0,410981000.0,-279348000.0,-52863000.0,-101595000.0,228.47,0
2018-12-31,1786936000.0,2481858000.0,-694921600.0,7153000.0,-702074500.0,-389553000.0,-9.5,-697606400.0,-702074300.0,40388000.0,656095000.0,4565318000.0,5221413000.0,19529580000.0,24750990000.0,16003630000.0,633613000.0,886564900.0,16890200000.0,7860797000.0,4468000.0,66440000.0,-2447000.0,-56878000.0,-58925000.0,217.76,0
2019-03-31,1965836000.0,1537009000.0,428827000.0,6652000.0,422175000.0,354551000.0,8.57,428074000.0,422175000.0,40304000.0,583974000.0,4652997000.0,5236971000.0,20393540000.0,25630510000.0,16265400000.0,633668000.0,938475000.0,17203880000.0,8426629000.0,5899000.0,459802000.0,-432750000.0,-57137000.0,-93021000.0,215.96,0
2019-06-30,2008727000.0,1620413000.0,388314000.0,7535000.0,380778900.0,332868000.0,8.42,388200900.0,380778900.0,40277000.0,661367000.0,4546266000.0,5207633000.0,21180160000.0,26387790000.0,16384110000.0,633723000.0,1119524000.0,17503630000.0,8884160000.0,7422000.0,393709000.0,-257607000.0,-56999000.0,-64952000.0,247.18,0
2019-09-30,2042520000.0,1933158000.0,109362100.0,8435000.0,100927000.0,104398000.0,2.56,111248000.0,100927000.0,40287000.0,717172000.0,4572869000.0,5290041000.0,21733700000.0,27023740000.0,16969340000.0,633777000.0,1071145000.0,18040480000.0,8983258000.0,10321000.0,633352000.0,-521445000.0,-56995000.0,-58071000.0,266.09,0
2019-12-31,2214086000.0,1976943000.0,237142800.0,10344000.0,195106300.0,217644000.0,5.34,202400300.0,195106300.0,40291000.0,808036000.0,4022559000.0,4830595000.0,22493460000.0,27324050000.0,17067800000.0,633832000.0,1123330000.0,18191130000.0,9132925000.0,7294000.0,365139000.0,-200690000.0,-63191000.0,-59643000.0,276.84,0
2020-03-31,1982016000.0,2008222000.0,-26205900.0,9833000.0,-36038900.0,16612000.0,0.41000000000000003,-27398900.0,-36038900.0,40204000.0,817626000.0,4148993000.0,4966619000.0,22256020000.0,27222640000.0,17475120000.0,682187000.0,1166574000.0,18641690000.0,8580944000.0,8640000.0,505989000.0,-258181000.0,-63277000.0,-241050000.0,192.42,0
2020-06-30,2244515000.0,1991462000.0,253053000.0,8733000.0,244319900.0,190880000.0,4.77,256227000.0,244319900.0,39449000.0,922479000.0,4631491000.0,5553970000.0,23030820000.0,28584790000.0,18090640000.0,620759000.0,1207858000.0,19298490000.0,9286299000.0,11907000.0,598597000.0,-370808000.0,-61928000.0,-121803000.0,206.2,0
2020-09-30,2610184000.0,2320417000.0,289767100.0,10618000.0,279149200.0,243057000.0,6.08,291196200.0,279149200.0,39483000.0,938881000.0,4534048000.0,5472929000.0,24680100000.0,30153030000.0,19293650000.0,710813000.0,1268087000.0,20561730000.0,9591292000.0,12047000.0,1086022000.0,-1100285000.0,-61905000.0,26162000.0,197.54,0
2020-12-31,2761399000.0,2615223000.0,146176000.0,11934000.0,97918200.0,63602000.0,1.5899999999999999,114997200.0,97918500.0,39656000.0,801651000.0,4675117000.0,5476768000.0,27234740000.0,32711500000.0,20309810000.0,1910392000.0,2675517000.0,22985330000.0,9726176000.0,17079000.0,682971000.0,-1954097000.0,-61987000.0,1136911000.0,234.09,0
2021-03-31,2743773000.0,2342661000.0,401112100.0,12378000.0,388734100.0,341862000.0,8.53,406057100.0,388734100.0,39543000.0,1132660000.0,4851074000.0,5983734000.0,27611620000.0,33595350000.0,21412070000.0,1910577000.0,2500405000.0,23912470000.0,9682882000.0,17323000.0,904366000.0,-455521000.0,-72812000.0,-108864000.0,247.81,0
2021-06-30,3076690000.0,2284734000.0,791956100.0,16168000.0,775788100.0,679982000.0,16.97,796393100.0,775788100.0,39527000.0,1106345000.0,5231387000.0,6337731000.0,29032320000.0,35370050000.0,22311350000.0,1910762000.0,2641921000.0,24953270000.0,10416790000.0,20605000.0,723596000.0,-677067000.0,-51462000.0,-80800000.0,252.01,0
2021-09-30,2925000000.0,2979000000.0,-54000000.0,18000000.0,-72000000.0,-74000000.0,-1.88,-52928000.0,-72000000.0,39200000.0,1068441000.0,5623718000.0,6692159000.0,29913940000.0,36606100000.0,24092600000.0,1910948000.0,2534866000.0,26627460000.0,9978635000.0,19072000.0,1163038000.0,-969412000.0,-61726000.0,-223336000.0,250.78,0
2021-12-31,3120800000.0,2576271000.0,544528800.0,21281000.0,453097900.0,431239000.0,10.95,471874900.0,453097900.0,39263000.0,1441000000.0,5347000000.0,6788000000.0,31396000000.0,38185000000.0,24401000000.0,3089000000.0,3646000000.0,28046000000.0,10139000000.0,18777000.0,1042342000.0,-1766964000.0,-60699000.0,1087193000.0,273.92,0
2022-03-31,2896331000.0,2556386000.0,339945100.0,14020000.0,325925000.0,297751000.0,7.57,345179000.0,325925000.0,38823000.0,1778218000.0,5483273000.0,7261491000.0,30725280000.0,37986780000.0,24743330000.0,3088946000.0,3715825000.0,28459150000.0,9527629000.0,19254000.0,846439000.0,-421328000.0,-75547000.0,-93561000.0,301.38,0
2022-06-30,2834613000.0,2676074000.0,158539100.0,15018000.0,143521000.0,122630000.0,3.11,159319000.0,143521000.0,38898000.0,2116049000.0,5503532000.0,7619581000.0,3680819000.0,37907650000.0,25309070000.0,3089319000.0,3745713000.0,29054780000.0,8852866000.0,15798000.0,715467000.0,-335473000.0,-50532000.0,-66027000.0,280.28,0
2022-09-30,3073000000.0,3433000000.0,-360000000.0,16000000.0,-376000000.0,-319000000.0,-8.22,-362052000.0,-376000000.0,38800000.0,1679000000.0,5692000000.0,7371000000.0,30773000000.0,38144000000.0,26729000000.0,3084000000.0,3766000000.0,30495000000.0,7649000000.0,13948000.0,1118094000.0,-1439199000.0,-64921000.0,-132412000.0,262.44,0
