,Revenue,COGS,Gross Profit,Operating Income,Net Income,EPS,EBITDA,EBIT,Shares,Cash & Equivalents,Receivables,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Capital Expenditure,Investing cash flow,Dividends,Financing cash flow,Price
2015-09-30,13363000000.0,10896000000.0,2467000000.0,695000000.0,314000000.0,2.11,802000000.0,695000000.0,148889000.0,9020000000.0,986000000.0,15773000000.0,8523000000.0,24296000000.0,11000000.0,7742000000.0,3822000000.0,6201000000.0,13943000000.0,10353000000.0,107000000.0,1032000000.0,-125000000.0,-605000000.0,-43000000.0,-1080000000.0,179.0
2015-12-31,13361000000.0,11116000000.0,2245000000.0,289000000.0,101000000.0,0.68,401000000.0,289000000.0,149455000.0,9838000000.0,1161000000.0,15711000000.0,8967000000.0,24678000000.0,299000000.0,8152000000.0,3794000000.0,6180000000.0,14332000000.0,10346000000.0,112000000.0,337000000.0,-138000000.0,-297000000.0,-43000000.0,934000000.0,178.51
2016-03-31,13800000000.0,11397000000.0,2403000000.0,547000000.0,254000000.0,1.57,662000000.0,547000000.0,149161000.0,10539000000.0,1737000000.0,17844000000.0,9090000000.0,26934000000.0,300000000.0,10105000000.0,3793000000.0,6304000000.0,16409000000.0,10525000000.0,115000000.0,502000000.0,-125000000.0,-428000000.0,-47000000.0,156000000.0,182.95
2016-06-30,14007000000.0,11509000000.0,2498000000.0,683000000.0,311000000.0,2.08,799000000.0,683000000.0,149386000.0,9846000000.0,2553000000.0,17736000000.0,9500000000.0,27236000000.0,300000000.0,9934000000.0,3793000000.0,6428000000.0,16362000000.0,10874000000.0,116000000.0,-296000000.0,-131000000.0,131000000.0,-43000000.0,-207000000.0,179.88
2016-09-30,13694000000.0,10900000000.0,2794000000.0,949000000.0,450000000.0,3.01,1066000000.0,949000000.0,149417000.0,14098000000.0,765000000.0,19654000000.0,9812000000.0,29466000000.0,300000000.0,11816000000.0,3792000000.0,6365000000.0,18181000000.0,11285000000.0,117000000.0,4503000000.0,-139000000.0,-237000000.0,-43000000.0,74000000.0,176.89
2016-12-31,12878000000.0,11201000000.0,1677000000.0,-438000000.0,-401000000.0,-2.68,-321000000.0,-438000000.0,149375000.0,11472000000.0,1280000000.0,16190000000.0,9206000000.0,25396000000.0,300000000.0,7822000000.0,3792000000.0,6889000000.0,14711000000.0,10685000000.0,117000000.0,-2773000000.0,-132000000.0,-828000000.0,-44000000.0,709000000.0,204.03
2017-03-31,13762000000.0,11326000000.0,2436000000.0,1738000000.0,1115000000.0,7.54,1856000000.0,1738000000.0,147824000.0,16630000000.0,1838000000.0,22317000000.0,9395000000.0,31712000000.0,470000000.0,13504000000.0,4780000000.0,7974000000.0,21478000000.0,10234000000.0,118000000.0,4205000000.0,-122000000.0,-926000000.0,-47000000.0,1269000000.0,206.14
2017-06-30,13534000000.0,10889000000.0,2645000000.0,1100000000.0,650000000.0,4.49,1219000000.0,1100000000.0,144600000.0,16254000000.0,2430000000.0,22568000000.0,9685000000.0,32253000000.0,701000000.0,13705000000.0,4279000000.0,7595000000.0,21300000000.0,10953000000.0,119000000.0,-106000000.0,-111000000.0,-152000000.0,-57000000.0,-28000000.0,240.62
2017-09-30,13282000000.0,10642000000.0,2640000000.0,858000000.0,499000000.0,3.46,978000000.0,858000000.0,144215000.0,18487000000.0,922000000.0,23185000000.0,9771000000.0,32956000000.0,953000000.0,14418000000.0,3977000000.0,7327000000.0,21745000000.0,11211000000.0,120000000.0,2863000000.0,-143000000.0,-698000000.0,-58000000.0,-439000000.0,243.63
2017-12-31,13189000000.0,10639000000.0,2550000000.0,566000000.0,184000000.0,1.3,694000000.0,566000000.0,144493000.0,13599000000.0,854000000.0,17402000000.0,9776000000.0,27178000000.0,150000000.0,9406000000.0,4770000000.0,7930000000.0,17336000000.0,9842000000.0,128000000.0,-2911000000.0,-148000000.0,-1165000000.0,-58000000.0,-1747000000.0,248.07
2018-03-31,14279000000.0,11670000000.0,2609000000.0,760000000.0,491000000.0,3.56,899000000.0,760000000.0,137903000.0,18597000000.0,1276000000.0,23932000000.0,9521000000.0,33453000000.0,398000000.0,15455000000.0,4772000000.0,7917000000.0,23372000000.0,10081000000.0,139000000.0,3686000000.0,-134000000.0,-405000000.0,-57000000.0,1532000000.0,268.83
2018-06-30,14259000000.0,11536000000.0,2723000000.0,862000000.0,193000000.0,1.4,992000000.0,862000000.0,137763000.0,17516000000.0,1471000000.0,26864000000.0,7406000000.0,34270000000.0,398000000.0,18768000000.0,4773000000.0,5291000000.0,24059000000.0,10211000000.0,130000000.0,-125000000.0,-138000000.0,118000000.0,-69000000.0,-17000000.0,297.63
2018-09-30,14206000000.0,11243000000.0,2963000000.0,961000000.0,644000000.0,4.68,1092000000.0,961000000.0,137709000.0,13837000000.0,1062000000.0,19077000000.0,8413000000.0,27490000000.0,398000000.0,11324000000.0,4774000000.0,5573000000.0,16897000000.0,10593000000.0,131000000.0,-1055000000.0,-164000000.0,-2353000000.0,-69000000.0,-1281000000.0,338.52
2018-12-31,14168000000.0,11433000000.0,2735000000.0,517000000.0,355000000.0,2.6,651000000.0,517000000.0,137486000.0,12369000000.0,1015000000.0,16948000000.0,8465000000.0,25413000000.0,1694000000.0,10077000000.0,4375000000.0,5175000000.0,15252000000.0,10161000000.0,134000000.0,-333000000.0,-176000000.0,-447000000.0,-70000000.0,-1019000000.0,286.48
2019-03-31,16107000000.0,13493000000.0,2614000000.0,847000000.0,566000000.0,4.18,983000000.0,847000000.0,135383000.0,13753000000.0,1955000000.0,19673000000.0,8676000000.0,28349000000.0,1718000000.0,11927000000.0,4376000000.0,5581000000.0,17508000000.0,10841000000.0,136000000.0,896000000.0,-139000000.0,145000000.0,-68000000.0,493000000.0,266.0
2019-06-30,16245000000.0,13318000000.0,2927000000.0,1115000000.0,940000000.0,6.96,1255000000.0,1115000000.0,135063000.0,14769000000.0,904000000.0,20160000000.0,8753000000.0,28913000000.0,1349000000.0,11539000000.0,4377000000.0,5502000000.0,17041000000.0,11872000000.0,140000000.0,1434000000.0,-157000000.0,-56000000.0,-74000000.0,-477000000.0,265.3
2019-09-30,16241000000.0,13357000000.0,2884000000.0,868000000.0,689000000.0,5.17,1027000000.0,868000000.0,133321000.0,15957000000.0,848000000.0,20324000000.0,8856000000.0,29180000000.0,699000000.0,11106000000.0,5365000000.0,6473000000.0,17579000000.0,11601000000.0,159000000.0,2442000000.0,-210000000.0,-566000000.0,-74000000.0,-1127000000.0,255.67
2019-12-31,16295000000.0,13689000000.0,2606000000.0,362000000.0,512000000.0,3.87,502000000.0,362000000.0,134055000.0,15026000000.0,1056000000.0,19888000000.0,9186000000.0,29074000000.0,699000000.0,10929000000.0,4967000000.0,6108000000.0,17037000000.0,12037000000.0,140000000.0,512000000.0,-230000000.0,-801000000.0,-75000000.0,-1184000000.0,366.52
2020-03-31,18935000000.0,15629000000.0,3306000000.0,1074000000.0,473000000.0,3.58,1219000000.0,1074000000.0,132135000.0,17158000000.0,2009000000.0,24551000000.0,10082000000.0,34633000000.0,1898000000.0,14830000000.0,6057000000.0,7448000000.0,22278000000.0,12355000000.0,145000000.0,474000000.0,-192000000.0,-1210000000.0,-73000000.0,2736000000.0,314.02
2020-06-30,19083000000.0,14175000000.0,4908000000.0,2435000000.0,1828000000.0,13.83,2585000000.0,2435000000.0,132248000.0,19999000000.0,2238000000.0,27868000000.0,10587000000.0,38455000000.0,1724000000.0,16455000000.0,6058000000.0,7584000000.0,24039000000.0,14416000000.0,150000000.0,3067000000.0,-226000000.0,-1652000000.0,-83000000.0,-306000000.0,387.75
2020-09-30,20075000000.0,15611000000.0,4464000000.0,1823000000.0,1340000000.0,10.12,1984000000.0,1823000000.0,132318000.0,20726000000.0,1135000000.0,27031000000.0,11446000000.0,38477000000.0,1724000000.0,14905000000.0,6059000000.0,7804000000.0,22709000000.0,15768000000.0,161000000.0,1815000000.0,-250000000.0,-148000000.0,-83000000.0,-845000000.0,413.89
2020-12-31,19062000000.0,16213000000.0,2849000000.0,-346000000.0,-274000000.0,-2.07,-186000000.0,-346000000.0,132199000.0,17227000000.0,1138000000.0,23641000000.0,11328000000.0,34969000000.0,600000000.0,13394000000.0,6060000000.0,7847000000.0,21241000000.0,13728000000.0,160000000.0,283000000.0,-296000000.0,-55000000.0,-84000000.0,-3540000000.0,410.27
2021-03-31,20668000000.0,17296000000.0,3372000000.0,1223000000.0,828000000.0,6.42,1391000000.0,1223000000.0,128931000.0,17128000000.0,2196000000.0,25526000000.0,11889000000.0,37415000000.0,1204000000.0,15300000000.0,6062000000.0,7925000000.0,23225000000.0,14190000000.0,168000000.0,-837000000.0,-290000000.0,-1488000000.0,-83000000.0,1529000000.0,419.25
2021-06-30,20645000000.0,17149000000.0,3496000000.0,1236000000.0,588000000.0,4.57,1406000000.0,1236000000.0,128692000.0,16849000000.0,2438000000.0,25790000000.0,12280000000.0,38070000000.0,1109000000.0,15051000000.0,6063000000.0,8176000000.0,23227000000.0,14843000000.0,170000000.0,360000000.0,-329000000.0,-715000000.0,-90000000.0,-144000000.0,442.72
2021-09-30,20697000000.0,17316000000.0,3381000000.0,628000000.0,1531000000.0,11.91,809000000.0,628000000.0,128518000.0,18023000000.0,1879000000.0,25815000000.0,19505000000.0,45320000000.0,795000000.0,15027000000.0,11466000000.0,14011000000.0,29038000000.0,16260000000.0,181000000.0,2835000000.0,-326000000.0,-4251000000.0,-90000000.0,2342000000.0,389.15
2021-12-31,21054000000.0,17438000000.0,3616000000.0,61000000.0,-14000000.0,-0.11,255000000.0,61000000.0,128688000.0,16586000000.0,1814000000.0,24893000000.0,19465000000.0,44748000000.0,1953000000.0,15331000000.0,11087000000.0,12924000000.0,28645000000.0,16080000000.0,194000000.0,-96000000.0,-371000000.0,-102000000.0,-91000000.0,-712000000.0,463.86
2022-03-31,23970000000.0,19625000000.0,4345000000.0,1289000000.0,930000000.0,7.32,1494000000.0,1289000000.0,126938000.0,17956000000.0,3174000000.0,26840000000.0,19468000000.0,46308000000.0,1690000000.0,17532000000.0,11285000000.0,13434000000.0,30966000000.0,15319000000.0,205000000.0,302000000.0,-295000000.0,-648000000.0,-91000000.0,1816000000.0,435.17
2022-06-30,23662000000.0,19099000000.0,4563000000.0,1215000000.0,696000000.0,5.5,1424000000.0,1215000000.0,126523000.0,18190000000.0,3369000000.0,27217000000.0,19603000000.0,46820000000.0,1541000000.0,17839000000.0,11290000000.0,13471000000.0,31310000000.0,15490000000.0,209000000.0,959000000.0,-279000000.0,-1022000000.0,-100000000.0,419000000.0,468.07
2022-09-30,22799000000.0,18384000000.0,4415000000.0,1172000000.0,1195000000.0,9.45,1386000000.0,1172000000.0,126572000.0,26682000000.0,1609000000.0,33711000000.0,17054000000.0,50765000000.0,2799000000.0,25051000000.0,7798000000.0,9397000000.0,34448000000.0,16254000000.0,214000000.0,8453000000.0,-288000000.0,1676000000.0,-100000000.0,-1791000000.0,485.19
