,Revenue,COGS,Gross Profit,SG&A,Operating Income,Net Income,EPS,Shares,Cash & Equivalents,Current Assets,Long Term Assets,Total Assets,Current Debt,Current Liabilities,Long Term Debt,Long Term Liabilities,Total Liabilities,Shareholders Equity,Depreciation,Operating Cash Flow,Investing cash flow,Dividends,Financing cash flow,Price
2020-03-31,21132000000.0,3415000000.0,17717000000.0,17053000000.0,664000000.0,42000000.0,0.01,4104800000.0,317699000000.0,1339957000000.0,641392000000.0001,1981349000000.0,116443000000.0,1545059000000.0,237342000000.0,252960000000.0,1798019000000.0,183330000000.0,1868000000.0,17273000000.0,-44303000000.0,-2032000000.0,36589000000.0,28.7
2020-06-30,20207000000.0,1921000000.0,18286000000.0,24085000000.0,-5799000000.0,-4160000000.0,-0.66,4105500000.0,416471000000.0,1366394000000.0,602372000000.0001,1968766000000.0,72073000000.0,1546355000000.0,230921000000.0,242289000000.0,1788644000000.0,180122000000.0,1990000000.0,16119000000.0,103687000000.0,-2023000000.0,-8112000000.0,25.6
2020-09-30,20748000000.0,1432000000.0,19316000000.0,15280000000.0,4036000000.0,2901000000.0,0.42,4123800000.0,389327000000.0,1314950000000.0,607270000000.0001,1922220000000.0,59539000000.0,1510710000000.0,215711000000.0,229478000000.0,1740188000000.0,182032000000.0,2279000000.0,-8576000000.0,42658000000.0,-399000000.0,-49815000000.0,23.51
2020-12-31,20140000000.0,1195000000.0,18945000000.0,13842000000.0,5103000000.0,3003000000.0,0.64,4118000000.0,405379000000.0,1310884000000.0,642027000000.0001,1952911000000.0,91270000000.0,1537740000000.0,212950000000.0,229459000000.0,1767199000000.0,185712000000.0,2082000000.0,-22765000000.0,20512000000.0,-398000000.0,20095000000.0,30.18
2021-03-31,19770000000.0,1238000000.0,18532000000.0,12928000000.0,5604000000.0,4256000000.0,1.05,4141300000.0,439019000000.0,1319097000000.0,640446000000.0001,1959543000000.0,75717000000.0,1572953000000.0,183312000000.0,198242000000.0,1771195000000.0,188348000000.0,2150000000.0,-3470000000.0,15528000000.0,-383000000.0,10063000000.0,39.07
2021-06-30,21163000000.0,893000000.0,20270000000.0,12085000000.0,8185000000.0,5743000000.0,1.3900000000000001,4124600000.0,427049000000.0,1289795000000.0,656201000000.0001,1945996000000.0,57281000000.0,1558662000000.0,179656000000.0,194207000000.0,1752869000000.0,193127000000.0,2023000000.0,-8062000000.0,15276000000.0,-412000000.0,-19774000000.0,45.29
2021-09-30,19759000000.0,925000000.0,18834000000.0,11907000000.0,6927000000.0,4787000000.0,1.18,4056300000.0,429437000000.0,1303558000000.0,651343000000.0001,1954901000000.0,44830000000.0,1587872000000.0,162982000000.0,175958000000.0,1763830000000.0,191071000000.0,1917000000.0,-4810000000.0,-7021000000.0,-808000000.0,4345000000.0,46.41
2021-12-31,21715000000.0,859000000.0,20856000000.0,12680000000.0,8176000000.0,5470000000.0,1.3900000000000001,4061900000.0,388718000000.0,1295239000000.0,652829000000.0001,1948068000000.0,51128000000.0,1587845000000.0,160689000000.0,170113000000.0,1757958000000.0,190110000000.0,1800000000.0,4817000000.0,-31402000000.0,-819000000.0,-5872000000.0,47.98
2022-03-31,18552000000.0,960000000.0,17592000000.0,13078000000.0,4514000000.0,3393000000.0,0.89,3831100000.0,356331000000.0,1276458000000.0,663251000000.0001,1939709000000.0,44636000000.0,1589184000000.0,153337000000.0,168836000000.0,1758020000000.0,181689000000.0,1791000000.0,199000000.0,-22961000000.0,-958000000.0,-9573000000.0,48.46
2022-06-30,18386000000.0,1358000000.0,17028000000.0,13463000000.0,3565000000.0,2839000000.0,0.75,3793800000.0,299843000000.0,1241465000000.0,639677000000.0001,1881142000000.0,43885000000.0,1533890000000.0,150291000000.0,167459000000.0,1701349000000.0,179793000000.0,1772000000.0,7588000000.0,-4508000000.0,-946000000.0,-49835000000.0,39.17
2022-09-30,21901000000.0,2396000000.0,19505000000.0,15111000000.0,4394000000.0,3250000000.0,0.86,3796500000.0,307061000000.0,1249830000000.0,627915000000.0001,1877745000000.0,51872000000.0,1519524000000.0,156412000000.0,179812000000.0,1699336000000.0,178409000000.0,1690000000.0,12016000000.0,919000000.0,-1136000000.0,-2620000000.0,40.22
2022-12-31,24020000000.0,4360000000.0,19660000000.0,17159000000.0,2501000000.0,2585000000.0,0.67,3799900000.0,313348000000.0,1263338000000.0,617678000000.0001,1881016000000.0,0.0,1504186000000.0,174870000000.0,194955000000.0,1699141000000.0,181875000000.0,0.0,0.0,0.0,3040000000.0,0.0,41.29
