,Sym,Value ($000)
2018-09-01,SKLZ,0.0
2018-09-01,HWP,0.0
2018-09-01,TIF,0.0
2018-09-01,AXLL,0.0
2018-09-01,CVC,0.0
2018-09-01,TIBX,0.0
2018-09-01,WOOF,0.0
2018-09-01,BGC,0.0
2018-09-01,ADT,0.0
2018-09-01,TCO,0.0
2018-09-01,ATG,0.0
2018-09-01,AVT,0.0
2018-09-01,DDS,0.0
2018-09-01,COL,0.0
2018-09-01,CHTR,0.0
2018-09-01,GNW,0.0
2018-09-01,TIME,0.0
2018-09-01,UFS,0.0
2018-09-01,GES,0.0
2018-09-01,CBLAQ,0.0
2018-09-01,ATI,0.0
2018-09-01,SON,0.0
2018-09-01,AXE,0.0
2018-09-01,MUSA,0.0
2018-09-01,PAG,0.0
2018-09-01,ULTA,0.0
2018-09-01,AIV,0.0
2018-09-01,VSM,0.0
2018-09-01,REZI,0.0
2018-09-01,MANH,0.0
2018-09-01,ACM,0.0
2018-09-01,HDS,0.0
2018-09-01,CDK,0.0
2018-09-01,NAV,0.0
2018-09-01,FEYE,0.0
2018-09-01,AMKR,0.0
2018-09-01,TGNA,0.0
2018-09-01,KMT,0.0
2018-09-01,WOR,0.0
2018-09-01,VIAV,0.0
2018-09-01,OLN,0.0
2018-09-01,RMBS,0.0
2018-09-01,GEF,0.0
2018-09-01,SCS,0.0
2018-09-01,MLKN,0.0
2018-09-01,WSO,0.0
2018-09-01,CRS,0.0
2018-09-01,SSYS,0.0
2018-09-01,DDD,0.0
2018-09-01,SGFY,0.0
2018-09-01,OTIS,0.0
2018-09-01,VCRA,0.0
2018-09-01,VOD,0.0
2018-09-01,OKTA,0.0
2018-09-01,JBSS,0.0
2018-09-01,EAR,0.0
2018-09-01,PRDO,0.0
2018-09-01,INGN,0.0
2018-09-01,ALNY,0.0
2018-09-01,COUP,0.0
2018-09-01,TMDX,0.0
2018-09-01,OSUR,0.0
2018-09-01,COLD,0.0
2018-09-01,CONE,0.0
2018-09-01,MPW,0.0
2018-09-01,NXPI,0.0
2018-09-01,AER,0.0
2018-09-01,CVA,0.0
2018-09-01,CLH,0.0
2018-09-01,RAMP,0.0
2018-09-01,WBD,0.0
2018-09-01,LBRDK,0.0
2018-09-01,PDCE,0.0
2018-09-01,LPX,0.0
2018-09-01,SLM,0.0
2018-09-01,DXC,0.0
2018-09-01,NXST,0.0
2018-09-01,STX,0.0
2018-09-01,BBWI,0.0
2018-09-01,EVR,0.0
2018-09-01,CROX,0.0
2018-09-01,KOS,0.0
2018-09-01,ZM,0.0
2018-09-01,SANM,0.0
2018-09-01,ATUS,0.0
2018-09-01,LCID,0.0
2018-09-01,SHOO,0.0
2018-09-01,RCM,0.0
2018-09-01,TROX,0.0
2018-09-01,EXP,0.0
2018-09-01,RDFN,0.0
2018-09-01,GPI,0.0
2018-09-01,ENOV,0.0
2018-09-01,MATX,0.0
2018-09-01,WWW,0.0
2018-09-01,BLMN,0.0
2018-09-01,GTN,0.0
2018-09-01,MTH,0.0
2018-09-01,ABG,0.0
2018-09-01,MLI,0.0
2018-09-01,PRGS,0.0
2018-09-01,SPOT,0.0
2018-09-01,BNTX,0.0
2018-09-01,RIVN,0.0
2018-09-01,TRGP,0.0
2018-09-01,DOCU,0.0
2018-09-01,CUTR,0.0
2018-09-01,NSP,0.0
2018-09-01,UFPI,0.0
2018-09-01,DNA,0.0
2018-09-01,COIN,0.0
2018-09-01,IAC,0.0
2018-09-01,LSTR,0.0
2018-09-01,HOOD,0.0
2018-09-01,VST,0.0
2018-09-01,MRVL,0.0
2018-09-01,VICI,0.0
2018-09-01,PEGA,0.0
2018-09-01,MRTX,0.0
2018-09-01,AUR,0.0
2018-09-01,LFST,0.0
2018-09-01,SABR,0.0
2018-09-01,ANF,0.0
2018-09-01,MYL,0.0
2018-09-01,RDC,0.0
2018-09-01,DISCK,0.0
2018-09-01,KRFT,0.0
2018-09-01,CVD,0.0
2018-09-01,FSL,0.0
2018-09-01,OCR,0.0
2018-09-01,WDR,0.0
2018-09-01,AAL,0.0
2018-09-01,PRE,0.0
2018-09-01,EGN,0.0
2018-09-01,QLGC,0.0
2018-09-01,TECD,0.0
2018-09-01,TDS,0.0
2018-09-01,PLCM,0.0
2018-09-01,GHL,0.0
2018-09-01,EV,0.0
2018-09-01,JHG,0.0
2018-09-01,HXL,0.0
2018-09-01,CLC,0.0
2018-09-01,DOFSQ,0.0
2018-09-01,GNCIQ,0.0
2018-09-01,CSRA,0.0
2018-09-01,LVGO,0.0
2018-09-01,PLAN,0.0
2018-09-01,COHR,0.0
2018-09-01,PCTY,0.0
2018-09-01,COMM,0.0
2018-09-01,W,0.0
2018-09-01,JAZZ,0.0
2018-09-01,AUPH,0.0
2018-09-01,ESTC,0.0
2018-09-01,GOOS.TO,0.0
2018-09-01,NXE.TO,0.0
2018-09-01,DML.TO,0.0
2018-09-01,BJ,0.0
2018-09-01,TSM,0.0
2018-09-01,COOP,0.0
2018-09-01,ADC,0.0
2018-09-01,WERN,0.0
2018-09-01,AR,0.0
2018-09-01,0FUT.IL,0.0
2018-09-01,LITE,0.0
2018-09-01,RUSHA,0.0
2018-09-01,SEAS,0.0
2018-09-01,MTG,0.0
2018-09-01,GSKN.MX,0.0
2018-09-01,NAVI,0.0
2018-09-01,BX,0.0
2018-09-01,GPK,0.0
2018-09-01,EPR,0.0
2018-09-01,MELI,0.0
2018-09-01,HMN,0.0
2018-09-01,CHDN,0.0
2018-09-01,SMTC,0.0
2018-09-01,DK,0.0
2018-09-01,LSXMA,0.0
2018-09-01,FRSH,0.0
2018-09-01,CLVT,0.0
2018-09-01,OPK,0.0
2018-09-01,FRX,0.0
2018-09-01,LO,0.0
2018-09-01,BEAM,0.0
2018-09-01,WLTW,0.0
2018-09-01,TGI,0.0
2018-09-01,ROC,0.0
2018-09-01,TWC,0.0
2018-09-01,TWTC,0.0
2018-09-01,NBR,0.0
2018-09-01,CVG,0.0
2018-09-01,TWX,0.0
2018-09-01,WW,0.0
2018-09-01,NCLH,0.0
2018-09-01,BWXT,0.0
2018-09-01,JBLU,0.0
2018-09-01,MIC,0.0
2018-09-01,BYD,0.0
2018-09-01,PENN,0.0
2018-09-01,SAVE,0.0
2018-09-01,STAY,0.0
2018-09-01,TIVO,0.0
2018-09-01,KELYA,0.0
2018-09-01,DDOG,0.0
2018-09-01,PARA,0.0
2018-09-01,GNRC,0.0
2018-09-01,ENPH,0.0
2018-09-01,ZG,0.0
2018-09-01,ARNA,0.0
2018-09-01,TLRY,0.0
2018-09-01,OGI.TO,0.0
2018-12-01,VWO,1935889.0
2018-12-01,SPY,1876071.0
2018-12-01,IEMG,678785.0
2018-12-01,IVV,555028.0
2018-12-01,GLD,473966.0
2018-12-01,EEM,338217.0
2018-12-01,LQD,283041.0
2018-12-01,TLT,237485.0
2018-12-01,EWY,194959.0
2018-12-01,HYG,193522.0
2018-12-01,EMB,182881.0
2018-12-01,EFA,143900.0
2018-12-01,VEA,143428.0
2018-12-01,IAU,139071.0
2018-12-01,IEFA,131254.0
2018-12-01,TIP,114654.0
2018-12-01,BFH,74828.0
2018-12-01,XEC,68172.0
2018-12-01,X,66939.0
2018-12-01,IP,59727.0
2018-12-01,LYB,58633.0
2018-12-01,URI,57084.0
2018-12-01,CELG,56280.0
2018-12-01,T,55200.0
2018-12-01,PVH,48160.0
2018-12-01,EMN,45661.0
2018-12-01,HFC,44688.0
2018-12-01,SWN,44186.0
2018-12-01,BBBY,42561.0
2018-12-01,RY.TO,39984.0
2018-12-01,DISH,39550.0
2018-12-01,CVS,39142.0
2018-12-01,EWZ,38660.0
2018-12-01,GE,36428.0
2018-12-01,NTAP,35740.0
2018-12-01,GS,35625.0
2018-12-01,AMP,35053.0
2018-12-01,CAH,34879.0
2018-12-01,CL,34516.0
2018-12-01,LNC,34491.0
2018-12-01,MU,33655.0
2018-12-01,IVZ,32825.0
2018-12-01,COF,32686.0
2018-12-01,URBN,30482.0
2018-12-01,PSX,29038.0
2018-12-01,BMY,28876.0
2018-12-01,PHM,28755.0
2018-12-01,SWKS,28595.0
2018-12-01,ALXN,27055.0
2018-12-01,TSN,26581.0
2018-12-01,CCL,26066.0
2018-12-01,WU,26002.0
2018-12-01,DFS,25505.0
2018-12-01,BNS.TO,25388.0
2018-12-01,PRU,25358.0
2018-12-01,INTC,25185.0
2018-12-01,TGT,24628.0
2018-12-01,CLF,24092.0
2018-12-01,VIAC,23903.0
2018-12-01,VLO,23838.0
2018-12-01,WHR,23750.0
2018-12-01,DVA,23658.0
2018-12-01,EQT,22438.0
2018-12-01,CNR.TO,21874.0
2018-12-01,FDX,21821.0
2018-12-01,LRCX,21617.0
2018-12-01,LH,21358.0
2018-12-01,LB,21175.0
2018-12-01,SU.TO,20311.0
2018-12-01,EL,20126.0
2018-12-01,CTSH,19473.0
2018-12-01,EIX,19304.0
2018-12-01,DRI,18991.0
2018-12-01,GIS,18666.0
2018-12-01,CMI,18319.0
2018-12-01,IBM,17627.0
2018-12-01,CPRI,17443.0
2018-12-01,GME,17190.0
2018-12-01,ABC,17060.0
2018-12-01,BMO.TO,16868.0
2018-12-01,AKAM,16814.0
2018-12-01,MAS,16796.0
2018-12-01,AMAT,16581.0
2018-12-01,LUV,15431.0
2018-12-01,META,15400.0
2018-12-01,M,15163.0
2018-12-01,BKNG,14747.0
2018-12-01,HST,14673.0
2018-12-01,MPC,14578.0
2018-12-01,BIIB,13811.0
2018-12-01,TRP,13726.0
2018-12-01,CNQ.TO,13536.0
2018-12-01,KSS,13398.0
2018-12-01,BKAA.SG,13184.0
2018-12-01,BCE.TO,12979.0
2018-12-01,ORCL,12933.0
2018-12-01,CM.TO,12808.0
2018-12-01,MUR,12560.0
2018-12-01,BABA,12329.0
2018-12-01,MOS,12254.0
2018-12-01,RL,12146.0
2018-12-01,NTR.TO,12078.0
2018-12-01,MNST,11961.0
2018-12-01,PPL,11906.0
2018-12-01,DGX,11802.0
2018-12-01,RTN,11764.0
2018-12-01,CNX,11094.0
2018-12-01,STZ,10894.0
2018-12-01,MFC.TO,10718.0
2018-12-01,ATVI,10579.0
2018-12-01,CP.TO,10522.0
2018-12-01,CAT,10407.0
2018-12-01,COP,10397.0
2018-12-01,MCK,10010.0
2018-12-01,GILD,9965.0
2018-12-01,DVN,9945.0
2018-12-01,PCG,9925.0
2018-12-01,TOL,9021.0
2018-12-01,MS,8945.0
2018-12-01,BXP,8914.0
2018-12-01,ABX.TO,8726.0
2018-12-01,PCAR,8547.0
2018-12-01,SLF.TO,8515.0
2018-12-01,T.TO,8371.0
2018-12-01,TRV,8314.0
2018-12-01,ALL,7991.0
2018-12-01,MO,7856.0
2018-12-01,BWA,7414.0
2018-12-01,FCX,7380.0
2018-12-01,RCI-B.TO,7284.0
2018-12-01,STT,7256.0
2018-12-01,FNV.TO,7222.0
2018-12-01,AIG,7110.0
2018-12-01,SPLK,7057.0
2018-12-01,PGR,6954.0
2018-12-01,OXY,6891.0
2018-12-01,GIB,6779.0
2018-12-01,PLD,6315.0
2018-12-01,LVS,6196.0
2018-12-01,GPS,6128.0
2018-12-01,C,5821.0
2018-12-01,PPL.TO,5793.0
2018-12-01,SPG,5776.0
2018-12-01,WCN,5676.0
2018-12-01,TECK-B.TO,5639.0
2018-12-01,NTRS,5634.0
2018-12-01,FTS.TO,5627.0
2018-12-01,ETN,5551.0
2018-12-01,FDS,5541.0
2018-12-01,AEM,5522.0
2018-12-01,MCO,5503.0
2018-12-01,GOOGL,5461.0
2018-12-01,CMA,5415.0
2018-12-01,MG.TO,5359.0
2018-12-01,SNPS,5283.0
2018-12-01,QSR,5094.0
2018-12-01,TRI.TO,5086.0
2018-12-01,WPM.TO,4981.0
2018-12-01,GG,4948.0
2018-12-01,STI,4825.0
2018-12-01,BIDU,4795.0
2018-12-01,NUE,4719.0
2018-12-01,SNA,4473.0
2018-12-01,ANSS,4259.0
2018-12-01,NLY,4250.0
2018-12-01,DAL,4153.0
2018-12-01,RCL,4103.0
2018-12-01,FTNT,4045.0
2018-12-01,JKHY,4035.0
2018-12-01,MCHP,4001.0
2018-12-01,MRO,3989.0
2018-12-01,AAPL,3978.0
2018-12-01,CERN,3840.0
2018-12-01,IMO.TO,3625.0
2018-12-01,NTES,3622.0
2018-12-01,PSA,3596.0
2018-12-01,KEY,3574.0
2018-12-01,PWR,3358.0
2018-12-01,IPG,3342.0
2018-12-01,GD,3337.0
2018-12-01,FITB,3332.0
2018-12-01,BAC,3315.0
2018-12-01,PM,3297.0
2018-12-01,CAKE,3272.0
2018-12-01,IT,3263.0
2018-12-01,CHH,3220.0
2018-12-01,H,3218.0
2018-12-01,WBA,3153.0
2018-12-01,NOC,3094.0
2018-12-01,LEG,3071.0
2018-12-01,SJR-B.TO,3014.0
2018-12-01,CVE.TO,2986.0
2018-12-01,HBAN,2986.0
2018-12-01,JD,2983.0
2018-12-01,F,2930.0
2018-12-01,FISV,2906.0
2018-12-01,AMCX,2870.0
2018-12-01,TUP,2804.0
2018-12-01,GIL.TO,2759.0
2018-12-01,EA,2729.0
2018-12-01,OTEX,2722.0
2018-12-01,CSX,2714.0
2018-12-01,BHP,2709.0
2018-12-01,EOG,2661.0
2018-12-01,IRM,2649.0
2018-12-01,PNC,2646.0
2018-12-01,BHC,2627.0
2018-12-01,RIO,2608.0
2018-12-01,CTRA,2607.0
2018-12-01,SEIC,2595.0
2018-12-01,NRG,2581.0
2018-12-01,VALE,2544.0
2018-12-01,WAB,2539.0
2018-12-01,ALB,2533.0
2018-12-01,ADM,2507.0
2018-12-01,WFC,2492.0
2018-12-01,CVX,2488.0
2018-12-01,MTB,2429.0
2018-12-01,PBR,2421.0
2018-12-01,PKG,2382.0
2018-12-01,LNT,2373.0
2018-12-01,K.TO,2347.0
2018-12-01,XOM,2328.0
2018-12-01,OVV,2316.0
2018-12-01,COO,2299.0
2018-12-01,QRTEA,2297.0
2018-12-01,RF,2288.0
2018-12-01,FBIN,2239.0
2018-12-01,TAP,2187.0
2018-12-01,DNKN,2164.0
2018-12-01,FRT,2145.0
2018-12-01,STWD,2127.0
2018-12-01,CCO.TO,2079.0
2018-12-01,CMS,2074.0
2018-12-01,BP,2052.0
2018-12-01,SJM,2039.0
2018-12-01,NEM,2030.0
2018-12-01,TRMB,2023.0
2018-12-01,JWN,1997.0
2018-12-01,XEL,1976.0
2018-12-01,CFR,1974.0
2018-12-01,KIM,1948.0
2018-12-01,AZO,1927.0
2018-12-01,CTAS,1917.0
2018-12-01,DLR,1896.0
2018-12-01,UGI,1889.0
2018-12-01,TSS,1850.0
2018-12-01,KRC,1849.0
2018-12-01,AES,1834.0
2018-12-01,REGN,1808.0
2018-12-01,TECH,1775.0
2018-12-01,BF-B,1775.0
2018-12-01,KBR,1743.0
2018-12-01,ALLE,1729.0
2018-12-01,OC,1729.0
2018-12-01,LII,1720.0
2018-12-01,CRL,1716.0
2018-12-01,J,1713.0
2018-12-01,ESS,1702.0
2018-12-01,TPH,1682.0
2018-12-01,AWK,1675.0
2018-12-01,NVR,1674.0
2018-12-01,TFC,1650.0
2018-12-01,UNM,1620.0
2018-12-01,CACI,1617.0
2018-12-01,HON,1608.0
2018-12-01,GPN,1600.0
2018-12-01,INGR,1599.0
2018-12-01,EV,1596.0
2018-12-01,RGLD,1580.0
2018-12-01,BB.TO,1570.0
2018-12-01,BKI,1566.0
2018-12-01,0A2I.IL,1564.0
2018-12-01,IDXX,1553.0
2018-12-01,ARCC,1546.0
2018-12-01,WEC,1545.0
2018-12-01,BIO,1530.0
2018-12-01,ALV,1509.0
2018-12-01,NFG,1489.0
2018-12-01,YUMC,1468.0
2018-12-01,PKI,1455.0
2018-12-01,HSIC,1435.0
2018-12-01,NWSA,1432.0
2018-12-01,PNW,1430.0
2018-12-01,WLY,1430.0
2018-12-01,RS,1429.0
2018-12-01,MORN,1411.0
2018-12-01,HOLX,1409.0
2018-12-01,ST,1404.0
2018-12-01,MSCI,1390.0
2018-12-01,DLX,1388.0
2018-12-01,JEF,1372.0
2018-12-01,FLS,1367.0
2018-12-01,AVB,1334.0
2018-12-01,VNO,1323.0
2018-12-01,REG,1301.0
2018-12-01,TIF,1265.0
2018-12-01,AMG,1256.0
2018-12-01,HRL,1242.0
2018-12-01,ZION,1209.0
2018-12-01,O,1182.0
2018-12-01,AEE,1169.0
2018-12-01,NDAQ,1165.0
2018-12-01,MAN,1158.0
2018-12-01,SCCO,1156.0
2018-12-01,DTE,1146.0
2018-12-01,ES,1143.0
2018-12-01,CINF,1119.0
2018-12-01,CPT,1117.0
2018-12-01,WTW,1115.0
2018-12-01,CF,1114.0
2018-12-01,GL,1079.0
2018-12-01,ATHM,1078.0
2018-12-01,APC,1077.0
2018-12-01,BALL,1070.0
2018-12-01,WCG,1069.0
2018-12-01,RPM,1064.0
2018-12-01,TEL,1015.0
2018-12-01,PXD,1011.0
2018-12-01,ROP,1006.0
2018-12-01,JLL,1004.0
2018-12-01,OGE,999.0
2018-12-01,AFG,991.0
2018-12-01,MKC,978.0
2018-12-01,HBI,959.0
2018-12-01,SCI,958.0
2018-12-01,WRK,953.0
2018-12-01,LAMR,950.0
2018-12-01,MSM,941.0
2018-12-01,BRKR,933.0
2018-12-01,HRC,932.0
2018-12-01,KL,929.0
2018-12-01,FLIR,926.0
2018-12-01,RMD,925.0
2018-12-01,WAT,925.0
2018-12-01,XRAY,922.0
2018-12-01,TCOM,909.0
2018-12-01,THC,906.0
2018-12-01,PDCO,903.0
2018-12-01,ALGN,895.0
2018-12-01,CPRT,886.0
2018-12-01,AU,884.0
2018-12-01,GNTX,867.0
2018-12-01,THO,865.0
2018-12-01,IEX,864.0
2018-12-01,HRB,852.0
2018-12-01,ARE,848.0
2018-12-01,GT,847.0
2018-12-01,FFIV,845.0
2018-12-01,IDA,828.0
2018-12-01,PNM,826.0
2018-12-01,ATO,822.0
2018-12-01,MDU,816.0
2018-12-01,WTRG,814.0
2018-12-01,APA,812.0
2018-12-01,UDR,785.0
2018-12-01,EDU,779.0
2018-12-01,MET,738.0
2018-12-01,CSL,728.0
2018-12-01,TSCO,724.0
2018-12-01,CPG.TO,687.0
2018-12-01,IFF,677.0
2018-12-01,0A2X.IL,677.0
2018-12-01,NEU,670.0
2018-12-01,PH,669.0
2018-12-01,CBT,665.0
2018-12-01,CE,664.0
2018-12-01,EWBC,656.0
2018-12-01,ARW,612.0
2018-12-01,STLD,610.0
2018-12-01,OI,606.0
2018-12-01,SBNY,603.0
2018-12-01,ATR,602.0
2018-12-01,ATI,596.0
2018-12-01,HES,591.0
2018-12-01,FIS,589.0
2018-12-01,FLO,578.0
2018-12-01,SMG,573.0
2018-12-01,BG,567.0
2018-12-01,PBCT,556.0
2018-12-01,LIN,550.0
2018-12-01,AVX,525.0
2018-12-01,NDSN,522.0
2018-12-01,CFX,519.0
2018-12-01,LECO,517.0
2018-12-01,DCI,515.0
2018-12-01,GGG,515.0
2018-12-01,VMI,515.0
2018-12-01,CR,514.0
2018-12-01,HUBB,514.0
2018-12-01,MTD,514.0
2018-12-01,AGCO,513.0
2018-12-01,TTC,512.0
2018-12-01,AYI,511.0
2018-12-01,NATI,511.0
2018-12-01,AME,510.0
2018-12-01,VSH,510.0
2018-12-01,CIEN,505.0
2018-12-01,KMT,505.0
2018-12-01,OSK,505.0
2018-12-01,RRX,505.0
2018-12-01,GATX,502.0
2018-12-01,JBL,498.0
2018-12-01,KN,497.0
2018-12-01,BTO.TO,490.0
2018-12-01,VRSK,456.0
2018-12-01,AVY,452.0
2018-12-01,SRCL,451.0
2018-12-01,ATGE,450.0
2018-12-01,RSG,448.0
2018-12-01,PBI,447.0
2018-12-01,ROL,443.0
2018-12-01,CXW,439.0
2018-12-01,NBL,439.0
2018-12-01,HR,425.0
2018-12-01,ELME,425.0
2018-12-01,VRE,424.0
2018-12-01,NYCB,424.0
2018-12-01,OFC,423.0
2018-12-01,DEI,423.0
2018-12-01,ACC,421.0
2018-12-01,EXR,421.0
2018-12-01,LPT,420.0
2018-12-01,NNN,419.0
2018-12-01,SVC,418.0
2018-12-01,DHC,418.0
2018-12-01,TCO,412.0
2018-12-01,WRI,412.0
2018-12-01,TWO,411.0
2018-12-01,SLG,410.0
2018-12-01,WPG,407.0
2018-12-01,SITC,406.0
2018-12-01,SINA,403.0
2018-12-01,BRO,368.0
2018-12-01,AJG,367.0
2018-12-01,WDR,367.0
2018-12-01,CCEP.AS,363.0
2018-12-01,FHI,361.0
2018-12-01,LM,353.0
2018-12-01,MOMO,334.0
2018-12-01,JOBS,323.0
2018-12-01,0LQ0.IL,319.0
2018-12-01,CHD,288.0
2018-12-01,GLW,277.0
2018-12-01,SBSW,262.0
2018-12-01,NVDA,255.0
2018-12-01,PVG,254.0
2018-12-01,ULTA,244.0
2018-12-01,AEO,242.0
2018-12-01,BIG,241.0
2018-12-01,MUSA,241.0
2018-12-01,SBH,240.0
2018-12-01,AXE,239.0
2018-12-01,PAG,239.0
2018-12-01,DKS,236.0
2018-12-01,GES,236.0
2018-12-01,WW,223.0
2018-12-01,YY,222.0
2018-12-01,YRI.TO,176.0
2018-12-01,TAHO,172.0
2018-12-01,TRQ,155.0
2018-12-01,NGD.TO,61.0
2018-12-01,ELD.TO,41.0
2018-12-01,MSFT,0.0
2018-12-01,VZ,0.0
2018-12-01,JNJ,0.0
2018-12-01,NLOK,0.0
2018-12-01,CSCO,0.0
2018-12-01,VTR,0.0
2018-12-01,CAG,0.0
2018-12-01,QCOM,0.0
2018-12-01,RTX,0.0
2018-12-01,BRK-B,0.0
2018-12-01,K,0.0
2018-12-01,WELL,0.0
2018-12-01,ED,0.0
2018-12-01,CHK,0.0
2018-12-01,PRGO,0.0
2018-12-01,WYNN,0.0
2018-12-01,JNPR,0.0
2018-12-01,EMR,0.0
2018-12-01,BRCM,0.0
2018-12-01,WFM,0.0
2018-12-01,BA,0.0
2018-12-01,MGM,0.0
2018-12-01,PCP,0.0
2018-12-01,CHRW,0.0
2018-12-01,WPM,0.0
2018-12-01,ESRX,0.0
2018-12-01,TXN,0.0
2018-12-01,KR,0.0
2018-12-01,MON,0.0
2018-12-01,VRSN,0.0
2018-12-01,ICE,0.0
2018-12-01,RAD,0.0
2018-12-01,MAR,0.0
2018-12-01,PEP,0.0
2018-12-01,EMC,0.0
2018-12-01,INTU,0.0
2018-12-01,BCR,0.0
2018-12-01,SPLS,0.0
2018-12-01,ANDV,0.0
2018-12-01,UNH,0.0
2018-12-01,HP,0.0
2018-12-01,MDT,0.0
2018-12-01,WY,0.0
2018-12-01,CI,0.0
2018-12-01,MHK,0.0
2018-12-01,TMO,0.0
2018-12-01,SNDK,0.0
2018-12-01,ADBE,0.0
2018-12-01,ENB.TO,0.0
2018-12-01,MXIM,0.0
2018-12-01,BAX,0.0
2018-12-01,NOV,0.0
2018-12-01,DHR,0.0
2018-12-01,KLAC,0.0
2018-12-01,HOT,0.0
2018-12-01,RHT,0.0
2018-12-01,N,0.0
2018-12-01,PTR,0.0
2018-12-01,ALTR,0.0
2018-12-01,WLL,0.0
2018-12-01,CNQR,0.0
2018-12-01,VMW,0.0
2018-12-01,WM,0.0
2018-12-01,XRX,0.0
2018-12-01,PFE,0.0
2018-12-01,LMT,0.0
2018-12-01,COV,0.0
2018-12-01,DOV,0.0
2018-12-01,BMRN,0.0
2018-12-01,LLTC,0.0
2018-12-01,EGO,0.0
2018-12-01,PTEN,0.0
2018-12-01,MSI,0.0
2018-12-01,RAX,0.0
2018-12-01,TRIP,0.0
2018-12-01,VALPQ,0.0
2018-12-01,AFL,0.0
2018-12-01,ITW,0.0
2018-12-01,LNKD,0.0
2018-12-01,VAR,0.0
2018-12-01,RRC,0.0
2018-12-01,AET,0.0
2018-12-01,GWW,0.0
2018-12-01,AGN,0.0
2018-12-01,GFI,0.0
2018-12-01,CREE,0.0
2018-12-01,CRM,0.0
2018-12-01,TKR,0.0
2018-12-01,ACN,0.0
2018-12-01,JBHT,0.0
2018-12-01,IGT,0.0
2018-12-01,TLM,0.0
2018-12-01,SPXC,0.0
2018-12-01,LLY,0.0
2018-12-01,INFA,0.0
2018-12-01,CXO,0.0
2018-12-01,CB,0.0
2018-12-01,XLNX,0.0
2018-12-01,RKT,0.0
2018-12-01,DNR,0.0
2018-12-01,ANTM,0.0
2018-12-01,CAM,0.0
2018-12-01,HD,0.0
2018-12-01,CIEIQ,0.0
2018-12-01,WSM,0.0
2018-12-01,MCRS,0.0
2018-12-01,ISRG,0.0
2018-12-01,EAT,0.0
2018-12-01,PNRA,0.0
2018-12-01,DUK,0.0
2018-12-01,KMX,0.0
2018-12-01,DOW,0.0
2018-12-01,PEG,0.0
2018-12-01,CAB,0.0
2018-12-01,EBAY,0.0
2018-12-01,RHI,0.0
2018-12-01,FOSL,0.0
2018-12-01,PPG,0.0
2018-12-01,TEX,0.0
2018-12-01,HMY,0.0
2018-12-01,SGEN,0.0
2018-12-01,IMG.TO,0.0
2018-12-01,CYH,0.0
2018-12-01,UAL,0.0
2018-12-01,SYK,0.0
2018-12-01,KEX,0.0
2018-12-01,CFN,0.0
2018-12-01,KSU,0.0
2018-12-01,LOW,0.0
2018-12-01,BTU,0.0
2018-12-01,PCL,0.0
2018-12-01,EQIX,0.0
2018-12-01,SBAC,0.0
2018-12-01,ROK,0.0
2018-12-01,AGI,0.0
2018-12-01,TRW,0.0
2018-12-01,TROW,0.0
2018-12-01,MMC,0.0
2018-12-01,AN,0.0
2018-12-01,ABT,0.0
2018-12-01,FTI,0.0
2018-12-01,HIG,0.0
2018-12-01,LUMN,0.0
2018-12-01,SNI,0.0
2018-12-01,AMZN,0.0
2018-12-01,AVP,0.0
2018-12-01,BLK,0.0
2018-12-01,TNL,0.0
2018-12-01,ADP,0.0
2018-12-01,CDNS,0.0
2018-12-01,BSX,0.0
2018-12-01,XL,0.0
2018-12-01,AEP,0.0
2018-12-01,BEN,0.0
2018-12-01,UHS,0.0
2018-12-01,BHI,0.0
2018-12-01,PAYX,0.0
2018-12-01,ON,0.0
2018-12-01,CLX,0.0
2018-12-01,BDX,0.0
2018-12-01,GRA,0.0
2018-12-01,LBTYA,0.0
2018-12-01,LBTYK,0.0
2018-12-01,PAAS.TO,0.0
2018-12-01,SCHW,0.0
2018-12-01,SLB,0.0
2018-12-01,HAL,0.0
2018-12-01,TOC,0.0
2018-12-01,OIS,0.0
2018-12-01,EFX,0.0
2018-12-01,SDRLF,0.0
2018-12-01,ASH,0.0
2018-12-01,URS,0.0
2018-12-01,CSC,0.0
2018-12-01,ACAS,0.0
2018-12-01,HUN,0.0
2018-12-01,JAH,0.0
2018-12-01,BEAV,0.0
2018-12-01,AAP,0.0
2018-12-01,BKS,0.0
2018-12-01,LXK,0.0
2018-12-01,SWI,0.0
2018-12-01,CHS,0.0
2018-12-01,FLEX,0.0
2018-12-01,PMCS,0.0
2018-12-01,POT,0.0
2018-12-01,KO,0.0
2018-12-01,AGU,0.0
2018-12-01,SYY,0.0
2018-12-01,ORLY,0.0
2018-12-01,SHW,0.0
2018-12-01,JOY,0.0
2018-12-01,SPGI,0.0
2018-12-01,VIAB,0.0
2018-12-01,WMT,0.0
2018-12-01,SO,0.0
2018-12-01,UNP,0.0
2018-12-01,FLR,0.0
2018-12-01,ETR,0.0
2018-12-01,WDC,0.0
2018-12-01,CCI,0.0
2018-12-01,CMG,0.0
2018-12-01,NEE,0.0
2018-12-01,AXP,0.0
2018-12-01,ILMN,0.0
2018-12-01,SE,0.0
2018-12-01,ADI,0.0
2018-12-01,ELV,0.0
2018-12-01,ARG,0.0
2018-12-01,MMM,0.0
2018-12-01,ROST,0.0
2018-12-01,HUM,0.0
2018-12-01,FMC,0.0
2018-12-01,JCI,0.0
2018-12-01,IHS,0.0
2018-12-01,COST,0.0
