,Sym,Value ($000)
2020-12-01,AME,2832.0
2020-12-01,CFG,2805.0
2020-12-01,NYT,2801.0
2020-12-01,NTRS,2715.0
2020-12-01,ABBV,2710.0
2020-12-01,INOV,2690.0
2020-12-01,HUYA,2689.0
2020-12-01,JOBS,2674.0
2020-12-01,ACM,2655.0
2020-12-01,MIDD,2623.0
2020-12-01,FIZZ,2573.0
2020-12-01,SWKS,2567.0
2020-12-01,OTIS,2533.0
2020-12-01,MA,2532.0
2020-12-01,ZBRA,2519.0
2020-12-01,MTB,2510.0
2020-12-01,DELL,2467.0
2020-12-01,KEY,2462.0
2020-12-01,ZM,2440.0
2020-12-01,GWRE,2434.0
2020-12-01,RHI,2391.0
2020-12-01,BERY,2369.0
2020-12-01,KSU,2353.0
2020-12-01,UI,2352.0
2020-12-01,ABX.TO,2323.0
2020-12-01,PNR,2291.0
2020-12-01,BEN,2274.0
2020-12-01,PENN,2242.0
2020-12-01,PFG,2232.0
2020-12-01,FSLR,2229.0
2020-12-01,TTC,2215.0
2020-12-01,APTV,2173.0
2020-12-01,SWK,2170.0
2020-12-01,CSL,2149.0
2020-12-01,QRVO,2143.0
2020-12-01,MGM,2139.0
2020-12-01,HUBB,2135.0
2020-12-01,PPG,2084.0
2020-12-01,TT,2075.0
2020-12-01,NWL,2062.0
2020-12-01,TRMB,2054.0
2020-12-01,WLK,2039.0
2020-12-01,HOG,2023.0
2020-12-01,LAMR,2023.0
2020-12-01,EXPD,1979.0
2020-12-01,TER,1977.0
2020-12-01,HBAN,1975.0
2020-12-01,RJF,1953.0
2020-12-01,NTAP,1925.0
2020-12-01,SINA,1910.0
2020-12-01,AMGN,1885.0
2020-12-01,OSK,1877.0
2020-12-01,SNA,1873.0
2020-12-01,XYL,1848.0
2020-12-01,FMC,1835.0
2020-12-01,DOV,1827.0
2020-12-01,WTW,1815.0
2020-12-01,EQH,1805.0
2020-12-01,RS,1765.0
2020-12-01,IPGP,1744.0
2020-12-01,J,1738.0
2020-12-01,HPE,1733.0
2020-12-01,CGNX,1724.0
2020-12-01,AYI,1721.0
2020-12-01,PTC,1708.0
2020-12-01,BHC,1634.0
2020-12-01,CDK,1626.0
2020-12-01,MPWR,1622.0
2020-12-01,BRO,1599.0
2020-12-01,OXY,1587.0
2020-12-01,NET,1567.0
2020-12-01,ALSN,1545.0
2020-12-01,FFIV,1545.0
2020-12-01,K.TO,1541.0
2020-12-01,AA,1532.0
2020-12-01,IEX,1524.0
2020-12-01,ALXN,1484.0
2020-12-01,LPLA,1473.0
2020-12-01,IVZ,1471.0
2020-12-01,SON,1443.0
2020-12-01,PLAN,1439.0
2020-12-01,GIB-A.TO,1421.0
2020-12-01,ON,1419.0
2020-12-01,WAB,1402.0
2020-12-01,QRTEA,1373.0
2020-12-01,VOYA,1364.0
2020-12-01,TXT,1360.0
2020-12-01,FEYE,1332.0
2020-12-01,SBNY,1331.0
2020-12-01,OLED,1331.0
2020-12-01,PARA,1331.0
2020-12-01,EWBC,1318.0
2020-12-01,NWSA,1305.0
2020-12-01,FLEX,1291.0
2020-12-01,CR,1276.0
2020-12-01,AYX,1266.0
2020-12-01,VFC,1242.0
2020-12-01,EMN,1227.0
2020-12-01,IR,1215.0
2020-12-01,ST,1210.0
2020-12-01,CMA,1194.0
2020-12-01,GGG,1189.0
2020-12-01,MANH,1189.0
2020-12-01,NDSN,1167.0
2020-12-01,MSM,1158.0
2020-12-01,STLD,1131.0
2020-12-01,CREE,1113.0
2020-12-01,WRK,1110.0
2020-12-01,ENTG,1097.0
2020-12-01,ZION,1095.0
2020-12-01,JWN,1094.0
2020-12-01,FHN,1089.0
2020-12-01,LBTYA,1088.0
2020-12-01,WYNN,1081.0
2020-12-01,SEIC,1070.0
2020-12-01,TRI.TO,1058.0
2020-12-01,JEF,1055.0
2020-12-01,ATR,1015.0
2020-12-01,DT,1012.0
2020-12-01,ARCC,1011.0
2020-12-01,WSO,996.0
2020-12-01,SLB,995.0
2020-12-01,TKR,978.0
2020-12-01,BKNG,976.0
2020-12-01,NVR,975.0
2020-12-01,H,970.0
2020-12-01,BBY,963.0
2020-12-01,BTO.TO,959.0
2020-12-01,CSGP,959.0
2020-12-01,JNPR,958.0
2020-12-01,KBR,958.0
2020-12-01,DISH,955.0
2020-12-01,RPM,945.0
2020-12-01,UHAL,942.0
2020-12-01,BYD,884.0
2020-12-01,CNR.TO,883.0
2020-12-01,SEE,873.0
2020-12-01,CBSH,872.0
2020-12-01,DY8A.F,871.0
2020-12-01,NKE,869.0
2020-12-01,AMKR,861.0
2020-12-01,VRTX,858.0
2020-12-01,FOXA,851.0
2020-12-01,AMG,848.0
2020-12-01,TGNA,846.0
2020-12-01,PBCT,833.0
2020-12-01,CMC,828.0
2020-12-01,VSH,822.0
2020-12-01,WEED.TO,811.0
2020-12-01,SEDG,809.0
2020-12-01,VIAV,784.0
2020-12-01,CFR,778.0
2020-12-01,TEX,778.0
2020-12-01,CHH,775.0
2020-12-01,ALK,763.0
2020-12-01,NYCB,752.0
2020-12-01,AGCO,748.0
2020-12-01,DISCA,736.0
2020-12-01,ODFL,734.0
2020-12-01,SNV,733.0
2020-12-01,BPOP,729.0
2020-12-01,CTSH,727.0
2020-12-01,GNRC,726.0
2020-12-01,DCI,713.0
2020-12-01,OTEX,713.0
2020-12-01,LECO,701.0
2020-12-01,BKAA.SG,677.0
2020-12-01,RPRX,677.0
2020-12-01,BWXT,669.0
2020-12-01,CRON.TO,666.0
2020-12-01,BKR,665.0
2020-12-01,MIC,665.0
2020-12-01,MLKN,655.0
2020-12-01,YRI.TO,650.0
2020-12-01,WOR,648.0
2020-12-01,SSRM.TO,614.0
2020-12-01,SKX,602.0
2020-12-01,BEST,600.0
2020-12-01,SHOP,598.0
2020-12-01,OZK,584.0
2020-12-01,MATX,583.0
2020-12-01,INTU,580.0
2020-12-01,XLNX,572.0
2020-12-01,UFS,563.0
2020-12-01,STN.TO,551.0
2020-12-01,ENPH,545.0
2020-12-01,MMM,541.0
2020-12-01,MAN,541.0
2020-12-01,LEA,529.0
2020-12-01,VLY,526.0
2020-12-01,RMBS,524.0
2020-12-01,XPO,524.0
2020-12-01,FHI,521.0
2020-12-01,GPC,521.0
2020-12-01,VAR,517.0
2020-12-01,BOKF,516.0
2020-12-01,WPM.TO,512.0
2020-12-01,CC,503.0
2020-12-01,ATI,501.0
2020-12-01,ODP,499.0
2020-12-01,NATI,497.0
2020-12-01,MG.TO,491.0
2020-12-01,TDG,481.0
2020-12-01,BOH,467.0
2020-12-01,PACW,463.0
2020-12-01,XRX,463.0
2020-12-01,ELD.TO,452.0
2020-12-01,GEF,448.0
2020-12-01,PCTY,447.0
2020-12-01,ARW,442.0
2020-12-01,TFII.TO,442.0
2020-12-01,CFX,441.0
2020-12-01,AEM,436.0
2020-12-01,SCS,428.0
2020-12-01,CPG.TO,427.0
2020-12-01,CAE.TO,424.0
2020-12-01,LKQ,405.0
2020-12-01,TA.TO,405.0
2020-12-01,ASB,402.0
2020-12-01,STAY,395.0
2020-12-01,JAZZ,372.0
2020-12-01,JBHT,368.0
2020-12-01,TNL,355.0
2020-12-01,DLX,353.0
2020-12-01,COHR,352.0
2020-12-01,EQX.TO,350.0
2020-12-01,TTWO,350.0
2020-12-01,CCO.TO,349.0
2020-12-01,IMG.TO,344.0
2020-12-01,GHC,341.0
2020-12-01,EWW,335.0
2020-12-01,EOG,319.0
2020-12-01,TFSL,315.0
2020-12-01,RCI-B.TO,310.0
2020-12-01,RBA,308.0
2020-12-01,FNV.TO,302.0
2020-12-01,LEN,291.0
2020-12-01,NGD.TO,290.0
2020-12-01,WAFD,285.0
2020-12-01,PVG,279.0
2020-12-01,NRG,274.0
2020-12-01,PAAS.TO,274.0
2020-12-01,SJR-B.TO,270.0
2020-12-01,BB.TO,266.0
2020-12-01,NEPT.TO,263.0
2020-12-01,DOO.TO,261.0
2020-12-01,DHI,261.0
2020-12-01,ZTS,258.0
2020-12-01,MXIM,257.0
2020-12-01,T.TO,257.0
2020-12-01,HBM.TO,255.0
2020-12-01,SGEN,254.0
2020-12-01,COMM,243.0
2020-12-01,EXPE,241.0
2020-12-01,ZG,239.0
2020-12-01,CFFN,221.0
2020-12-01,ILMN,212.0
2020-12-01,CNQ.TO,210.0
2020-12-01,PRMW.TO,183.0
2020-12-01,CVE.TO,137.0
2020-12-01,VET.TO,47.0
2020-12-01,VZ,0.0
2020-12-01,IBM,0.0
2020-12-01,NLOK,0.0
2020-12-01,AAPL,0.0
2020-12-01,INTC,0.0
2020-12-01,VTR,0.0
2020-12-01,LVS,0.0
2020-12-01,SU.TO,0.0
2020-12-01,PBR,0.0
2020-12-01,RTX,0.0
2020-12-01,GG,0.0
2020-12-01,BP,0.0
2020-12-01,COP,0.0
2020-12-01,XOM,0.0
2020-12-01,RIO,0.0
2020-12-01,IMO.TO,0.0
2020-12-01,VALE,0.0
2020-12-01,BRK-B,0.0
2020-12-01,BHP,0.0
2020-12-01,CVX,0.0
2020-12-01,WELL,0.0
2020-12-01,ED,0.0
2020-12-01,CELG,0.0
2020-12-01,CHK,0.0
2020-12-01,PRGO,0.0
2020-12-01,HON,0.0
2020-12-01,APC,0.0
2020-12-01,WU,0.0
2020-12-01,APA,0.0
2020-12-01,PHM,0.0
2020-12-01,BRCM,0.0
2020-12-01,WFM,0.0
2020-12-01,MO,0.0
2020-12-01,PCP,0.0
2020-12-01,CCL,0.0
2020-12-01,WPM,0.0
2020-12-01,ESRX,0.0
2020-12-01,MON,0.0
2020-12-01,VRSN,0.0
2020-12-01,ICE,0.0
2020-12-01,RAD,0.0
2020-12-01,EMC,0.0
2020-12-01,BCR,0.0
2020-12-01,SPLS,0.0
2020-12-01,ANDV,0.0
2020-12-01,AU,0.0
2020-12-01,UNH,0.0
2020-12-01,HP,0.0
2020-12-01,MDT,0.0
2020-12-01,CI,0.0
2020-12-01,MHK,0.0
2020-12-01,HES,0.0
2020-12-01,TMO,0.0
2020-12-01,OVV,0.0
2020-12-01,DVN,0.0
2020-12-01,SNDK,0.0
2020-12-01,PXD,0.0
2020-12-01,ENB.TO,0.0
2020-12-01,NBL,0.0
2020-12-01,NOV,0.0
2020-12-01,MRO,0.0
2020-12-01,DVA,0.0
2020-12-01,BFH,0.0
2020-12-01,HOT,0.0
2020-12-01,MET,0.0
2020-12-01,NOC,0.0
2020-12-01,RHT,0.0
2020-12-01,N,0.0
2020-12-01,PTR,0.0
2020-12-01,TRP,0.0
2020-12-01,ALTR,0.0
2020-12-01,WLL,0.0
2020-12-01,CNQR,0.0
2020-12-01,TECK-B.TO,0.0
2020-12-01,WM,0.0
2020-12-01,PFE,0.0
2020-12-01,LMT,0.0
2020-12-01,COV,0.0
2020-12-01,RTN,0.0
2020-12-01,PRU,0.0
2020-12-01,AIG,0.0
2020-12-01,RGLD,0.0
2020-12-01,BMRN,0.0
2020-12-01,LLTC,0.0
2020-12-01,EGO,0.0
2020-12-01,PTEN,0.0
2020-12-01,SWN,0.0
2020-12-01,RAX,0.0
2020-12-01,TRIP,0.0
2020-12-01,EQT,0.0
2020-12-01,VALPQ,0.0
2020-12-01,CTRA,0.0
2020-12-01,AFL,0.0
2020-12-01,LNKD,0.0
2020-12-01,RRC,0.0
2020-12-01,VLO,0.0
2020-12-01,WHR,0.0
2020-12-01,FBIN,0.0
2020-12-01,AET,0.0
2020-12-01,AGN,0.0
2020-12-01,GFI,0.0
2020-12-01,MUR,0.0
2020-12-01,CRM,0.0
2020-12-01,ACN,0.0
2020-12-01,AZO,0.0
2020-12-01,IGT,0.0
2020-12-01,TLM,0.0
2020-12-01,SPXC,0.0
2020-12-01,LLY,0.0
2020-12-01,INFA,0.0
2020-12-01,MAS,0.0
2020-12-01,CXO,0.0
2020-12-01,CB,0.0
2020-12-01,RKT,0.0
2020-12-01,CNX,0.0
2020-12-01,DNR,0.0
2020-12-01,TRV,0.0
2020-12-01,ANTM,0.0
2020-12-01,NFG,0.0
2020-12-01,CAM,0.0
2020-12-01,HD,0.0
2020-12-01,CIEIQ,0.0
2020-12-01,THC,0.0
2020-12-01,WSM,0.0
2020-12-01,MCRS,0.0
2020-12-01,EAT,0.0
2020-12-01,PNRA,0.0
2020-12-01,DUK,0.0
2020-12-01,AEO,0.0
2020-12-01,KMX,0.0
2020-12-01,PEG,0.0
2020-12-01,TRQ,0.0
2020-12-01,CAB,0.0
2020-12-01,EBAY,0.0
2020-12-01,JBL,0.0
2020-12-01,VIAC,0.0
2020-12-01,FOSL,0.0
2020-12-01,LNC,0.0
2020-12-01,HMY,0.0
2020-12-01,FISV,0.0
2020-12-01,M,0.0
2020-12-01,CYH,0.0
2020-12-01,UAL,0.0
2020-12-01,NDAQ,0.0
2020-12-01,KEX,0.0
2020-12-01,CFN,0.0
2020-12-01,LOW,0.0
2020-12-01,BTU,0.0
2020-12-01,DNKN,0.0
2020-12-01,PCL,0.0
2020-12-01,MTD,0.0
2020-12-01,O,0.0
2020-12-01,EQIX,0.0
2020-12-01,SBAC,0.0
2020-12-01,AGI,0.0
2020-12-01,TRW,0.0
2020-12-01,T,0.0
2020-12-01,MMC,0.0
2020-12-01,AN,0.0
2020-12-01,FTI,0.0
2020-12-01,ALL,0.0
2020-12-01,HIG,0.0
2020-12-01,LUMN,0.0
2020-12-01,GPS,0.0
2020-12-01,AKAM,0.0
2020-12-01,SNI,0.0
2020-12-01,AMZN,0.0
2020-12-01,AVP,0.0
2020-12-01,ADP,0.0
2020-12-01,HRB,0.0
2020-12-01,XL,0.0
2020-12-01,AEP,0.0
2020-12-01,PGR,0.0
2020-12-01,OC,0.0
2020-12-01,BHI,0.0
2020-12-01,PAYX,0.0
2020-12-01,TSS,0.0
2020-12-01,GRA,0.0
2020-12-01,LBTYK,0.0
2020-12-01,HAL,0.0
2020-12-01,TOC,0.0
2020-12-01,OIS,0.0
2020-12-01,EFX,0.0
2020-12-01,RL,0.0
2020-12-01,SDRLF,0.0
2020-12-01,BMY,0.0
2020-12-01,SRCL,0.0
2020-12-01,ASH,0.0
2020-12-01,MSCI,0.0
2020-12-01,URS,0.0
2020-12-01,CSC,0.0
2020-12-01,ACAS,0.0
2020-12-01,HUN,0.0
2020-12-01,JAH,0.0
2020-12-01,LM,0.0
2020-12-01,BEAV,0.0
2020-12-01,AAP,0.0
2020-12-01,BKS,0.0
2020-12-01,GT,0.0
2020-12-01,LXK,0.0
2020-12-01,SWI,0.0
2020-12-01,CHS,0.0
2020-12-01,PMCS,0.0
2020-12-01,POT,0.0
2020-12-01,AGU,0.0
2020-12-01,ORLY,0.0
2020-12-01,SHW,0.0
2020-12-01,JOY,0.0
2020-12-01,PSX,0.0
2020-12-01,BBBY,0.0
2020-12-01,BIIB,0.0
2020-12-01,URBN,0.0
2020-12-01,VIAB,0.0
2020-12-01,MOS,0.0
2020-12-01,SO,0.0
2020-12-01,KSS,0.0
2020-12-01,FLR,0.0
2020-12-01,ETR,0.0
2020-12-01,WDC,0.0
2020-12-01,CCI,0.0
2020-12-01,NEE,0.0
2020-12-01,AXP,0.0
2020-12-01,SE,0.0
2020-12-01,GD,0.0
2020-12-01,HFC,0.0
2020-12-01,ELV,0.0
2020-12-01,ARG,0.0
2020-12-01,HST,0.0
2020-12-01,ROST,0.0
2020-12-01,HUM,0.0
2020-12-01,JCI,0.0
2020-12-01,IHS,0.0
2020-12-01,NLY,0.0
2020-12-01,PCG,0.0
2020-12-01,PLD,0.0
2020-12-01,PSA,0.0
2020-12-01,AMT,0.0
2020-12-01,RCL,0.0
2020-12-01,CF,0.0
2020-12-01,SPG,0.0
2020-12-01,GRPN,0.0
2020-12-01,PM,0.0
2020-12-01,LHX,0.0
2020-12-01,CTAS,0.0
2020-12-01,MSGN,0.0
2020-12-01,CNP,0.0
2020-12-01,LLL,0.0
2020-12-01,RSG,0.0
2020-12-01,VAL,0.0
2020-12-01,BG,0.0
2020-12-01,RE,0.0
2020-12-01,TECH,0.0
2020-12-01,GWR,0.0
2020-12-01,IFF,0.0
2020-12-01,AOL,0.0
2020-12-01,STI,0.0
2020-12-01,CRL,0.0
2020-12-01,COLM,0.0
2020-12-01,JKHY,0.0
2020-12-01,HBI,0.0
2020-12-01,NUAN,0.0
2020-12-01,CIT,0.0
2020-12-01,FNF,0.0
2020-12-01,MDP,0.0
2020-12-01,WLY,0.0
2020-12-01,DNY,0.0
2020-12-01,LEG,0.0
2020-12-01,NEU,0.0
2020-12-01,CYT,0.0
2020-12-01,CE,0.0
2020-12-01,EIX,0.0
2020-12-01,PCH,0.0
2020-12-01,WCN,0.0
2020-12-01,VRSK,0.0
2020-12-01,CLB,0.0
2020-12-01,CBT,0.0
2020-12-01,SPNX,0.0
2020-12-01,BMS,0.0
2020-12-01,OII,0.0
2020-12-01,TW,0.0
2020-12-01,SM,0.0
2020-12-01,FCS,0.0
2020-12-01,FLT,0.0
2020-12-01,LII,0.0
2020-12-01,DNB,0.0
2020-12-01,PBI,0.0
2020-12-01,TUP,0.0
2020-12-01,OAS,0.0
2020-12-01,AVY,0.0
2020-12-01,CXW,0.0
2020-12-01,ISIL,0.0
2020-12-01,CY,0.0
2020-12-01,AVX,0.0
2020-12-01,BRCD,0.0
2020-12-01,DIS,0.0
2020-12-01,TOL,0.0
2020-12-01,MRK,0.0
2020-12-01,UTHR,0.0
2020-12-01,STJ,0.0
2020-12-01,D,0.0
2020-12-01,TFCFA,0.0
2020-12-01,FL,0.0
2020-12-01,KDP,0.0
2020-12-01,FE,0.0
2020-12-01,VNO,0.0
2020-12-01,BWA,0.0
2020-12-01,LVLT,0.0
2020-12-01,PVH,0.0
2020-12-01,EXC,0.0
2020-12-01,TEVA,0.0
2020-12-01,CPB,0.0
2020-12-01,BXP,0.0
2020-12-01,MSGS,0.0
2020-12-01,MD,0.0
2020-12-01,AMCX,0.0
2020-12-01,MJN,0.0
2020-12-01,REGN,0.0
2020-12-01,ENDP,0.0
2020-12-01,CLF,0.0
2020-12-01,GME,0.0
2020-12-01,IPG,0.0
2020-12-01,CPRI,0.0
2020-12-01,LULU,0.0
2020-12-01,X,0.0
2020-12-01,HYG,0.0
2020-12-01,TJX,0.0
2020-12-01,JCPNQ,0.0
2020-12-01,PX,0.0
2020-12-01,RIG,0.0
2020-12-01,NFX,0.0
2020-12-01,COF,0.0
2020-12-01,XEC,0.0
2020-12-01,JLL,0.0
2020-12-01,CA,0.0
2020-12-01,TAHO,0.0
2020-12-01,F,0.0
2020-12-01,SBH,0.0
2020-12-01,CBRE,0.0
2020-12-01,SBSW,0.0
2020-12-01,AIZ,0.0
2020-12-01,SCG,0.0
2020-12-01,BPYU,0.0
2020-12-01,MCO,0.0
2020-12-01,FIS,0.0
2020-12-01,L,0.0
2020-12-01,RGA,0.0
2020-12-01,CCK,0.0
2020-12-01,CME,0.0
2020-12-01,ALV,0.0
2020-12-01,DFS,0.0
2020-12-01,OGE,0.0
2020-12-01,TPR,0.0
2020-12-01,NNN,0.0
2020-12-01,TLT,0.0
2020-12-01,EMB,0.0
2020-12-01,TIP,0.0
2020-12-01,PPL,0.0
2020-12-01,CMCSA,0.0
2020-12-01,RY.TO,0.0
2020-12-01,BNS.TO,0.0
2020-12-01,BMO.TO,0.0
2020-12-01,MFC.TO,0.0
2020-12-01,CM.TO,0.0
2020-12-01,BCE.TO,0.0
2020-12-01,NTR.TO,0.0
2020-12-01,SLF.TO,0.0
2020-12-01,CP.TO,0.0
2020-12-01,V,0.0
2020-12-01,CAKE,0.0
2020-12-01,GIB,0.0
2020-12-01,UNM,0.0
2020-12-01,MPC,0.0
2020-12-01,WAT,0.0
2020-12-01,IT,0.0
2020-12-01,CVLT,0.0
2020-12-01,SNPS,0.0
2020-12-01,ECL,0.0
2020-12-01,FTS.TO,0.0
2020-12-01,ARE,0.0
2020-12-01,BKI,0.0
2020-12-01,GPN,0.0
2020-12-01,PPL.TO,0.0
2020-12-01,IRM,0.0
2020-12-01,CACI,0.0
2020-12-01,PKI,0.0
2020-12-01,OI,0.0
2020-12-01,LPT,0.0
2020-12-01,GL,0.0
2020-12-01,FRT,0.0
2020-12-01,MORN,0.0
2020-12-01,BRKR,0.0
2020-12-01,PDCO,0.0
2020-12-01,EXR,0.0
2020-12-01,LPNT,0.0
2020-12-01,BIO,0.0
2020-12-01,GIL.TO,0.0
2020-12-01,SCI,0.0
2020-12-01,TSCO,0.0
2020-12-01,ALLE,0.0
2020-12-01,TPH,0.0
2020-12-01,UDR,0.0
2020-12-01,WCG,0.0
2020-12-01,FLS,0.0
2020-12-01,RRX,0.0
2020-12-01,WPG,0.0
2020-12-01,VMI,0.0
2020-12-01,STWD,0.0
2020-12-01,SITC,0.0
2020-12-01,SVC,0.0
2020-12-01,CPT,0.0
2020-12-01,GATX,0.0
2020-12-01,DLR,0.0
2020-12-01,ACC,0.0
2020-12-01,VRE,0.0
2020-12-01,REG,0.0
2020-12-01,SLG,0.0
2020-12-01,DEI,0.0
2020-12-01,WRI,0.0
2020-12-01,KIM,0.0
2020-12-01,OFC,0.0
2020-12-01,ESS,0.0
2020-12-01,TWO,0.0
2020-12-01,HR,0.0
2020-12-01,DHC,0.0
2020-12-01,ELME,0.0
2020-12-01,KRC,0.0
2020-12-01,AEE,0.0
2020-12-01,LNT,0.0
2020-12-01,WTRG,0.0
2020-12-01,AWK,0.0
2020-12-01,GXP,0.0
2020-12-01,WEC,0.0
2020-12-01,DTE,0.0
2020-12-01,AES,0.0
2020-12-01,MDU,0.0
2020-12-01,PNW,0.0
2020-12-01,ES,0.0
2020-12-01,XEL,0.0
2020-12-01,ATO,0.0
2020-12-01,VVC,0.0
2020-12-01,CMS,0.0
2020-12-01,UGI,0.0
2020-12-01,IDA,0.0
2020-12-01,KL,0.0
2020-12-01,PNM,0.0
2020-12-01,ALB,0.0
2020-12-01,SMG,0.0
2020-12-01,TSLA,0.0
2020-12-01,CIEN,0.0
2020-12-01,FLIR,0.0
2020-12-01,KN,0.0
2020-12-01,ROL,0.0
2020-12-01,ATGE,0.0
2020-12-01,BCO,0.0
2020-12-01,CPRT,0.0
2020-12-01,ERIE,0.0
2020-12-01,CLGX,0.0
2020-12-01,FAF,0.0
2020-12-01,AGO,0.0
2020-12-01,CINF,0.0
2020-12-01,KMPR,0.0
2020-12-01,MCY,0.0
2020-12-01,WRB,0.0
2020-12-01,AFG,0.0
2020-12-01,CNA,0.0
2020-12-01,THG,0.0
2020-12-01,ORI,0.0
2020-12-01,PRA,0.0
2020-12-01,TMUS,0.0
2020-12-01,RNR,0.0
2020-12-01,AXS,0.0
2020-12-01,AMTD,0.0
2020-12-01,HOUS,0.0
2020-12-01,CVI,0.0
2020-12-01,JBGS,0.0
2020-12-01,NVT,0.0
2020-12-01,WH,0.0
2020-12-01,LOGM,0.0
2020-12-01,INDA,0.0
2020-12-01,TRN,0.0
2020-12-01,WP,0.0
2020-12-01,QEP,0.0
2020-12-01,LNG,0.0
2020-12-01,YY,0.0
2020-12-01,JACK,0.0
2020-12-01,TRP.TO,0.0
2020-12-01,UBER,0.0
2020-12-01,DD,0.0
2020-12-01,AOS,0.0
2020-12-01,GNTX,0.0
2020-12-01,KNX,0.0
2020-12-01,EQR,0.0
2020-12-01,AVB,0.0
2020-12-01,INFO,0.0
2020-12-01,UAA,0.0
2020-12-01,AXTA,0.0
2020-12-01,SRE,0.0
2020-12-01,GM,0.0
2020-12-01,CRI,0.0
2020-12-01,MKL,0.0
2020-12-01,WUBA,0.0
2020-12-01,PEAK,0.0
2020-12-01,POOL,0.0
2020-12-01,ACGL,0.0
2020-12-01,CDW,0.0
2020-12-01,TPX,0.0
2020-12-01,THO,0.0
2020-12-01,OMC,0.0
2020-12-01,LYFT,0.0
2020-12-01,DOX,0.0
2020-12-01,AGR,0.0
2020-12-01,LDOS,0.0
2020-12-01,KBH,0.0
2020-12-01,EVRG,0.0
2020-12-01,MDC,0.0
2020-12-01,R,0.0
2020-12-01,SSW,0.0
2020-12-01,VC,0.0
2020-12-01,NI,0.0
2020-12-01,CW,0.0
2020-12-01,HTZGQ,0.0
2020-12-01,OVV.TO,0.0
2020-12-01,CTB,0.0
2020-12-01,FANG,0.0
2020-12-01,ADNT,0.0
2020-12-01,COTY,0.0
2020-12-01,CCO,0.0
2020-12-01,CARR,0.0
2020-12-01,LI,0.0
2020-12-01,CVNA,0.0
2020-12-01,TREX,0.0
2020-12-01,VRM,0.0
2020-12-01,SIRI,0.0
2020-12-01,KMI,0.0
2020-12-01,WFG.TO,0.0
2020-12-01,217A.SG,0.0
2020-12-01,SUI,0.0
2020-12-01,INVH,0.0
2020-12-01,ELS,0.0
2020-12-01,MAA,0.0
2020-12-01,INSP,0.0
2020-12-01,WPC,0.0
2020-12-01,VTRS,0.0
2020-12-01,SHAK,0.0
2020-12-01,CBOE,0.0
2020-12-01,OMCL,0.0
2020-12-01,HII,0.0
2020-12-01,HAIN,0.0
2020-12-01,CACC,0.0
2020-12-01,VER,0.0
2020-12-01,OHI,0.0
2020-12-01,CIGI.TO,0.0
2020-12-01,SRPT,0.0
2020-12-01,HTA,0.0
2020-12-01,WWE,0.0
2020-12-01,EHC,0.0
2020-12-01,HHC,0.0
2020-12-01,MX.TO,0.0
2020-12-01,SRC,0.0
2020-12-01,FCN,0.0
2020-12-01,NKTR,0.0
2020-12-01,SEB,0.0
2020-12-01,CELH,0.0
2020-12-01,ERF.TO,0.0
2020-12-01,CIM,0.0
2020-12-01,NG.TO,0.0
2020-12-01,MBB,0.0
2020-12-01,ABNB,0.0
2020-12-01,BZ,0.0
2020-12-01,PODD,0.0
2020-12-01,CTVA,0.0
2020-12-01,DIDI,0.0
2020-12-01,LEGN,0.0
2020-12-01,HPQ,0.0
2020-12-01,IBKR,0.0
2020-12-01,AVGO,0.0
2020-12-01,DOCS,0.0
2020-12-01,AMH,0.0
2020-12-01,NVST,0.0
2020-12-01,NVCR,0.0
2020-12-01,TNDM,0.0
2020-12-01,SAFM,0.0
2020-12-01,SWAV,0.0
2020-12-01,SFM,0.0
2020-12-01,PZZA,0.0
2020-12-01,SI,0.0
2020-12-01,GMED,0.0
2020-12-01,DADA,0.0
2020-12-01,SMPL,0.0
2020-12-01,MRNA,0.0
2020-12-01,SPB,0.0
2020-12-01,U,0.0
2020-12-01,TWNK,0.0
2020-12-01,LSI,0.0
2020-12-01,AMN,0.0
2020-12-01,CBRL,0.0
2020-12-01,LHCG,0.0
2020-12-01,EVH,0.0
2020-12-01,ICUI,0.0
2020-12-01,MMSI,0.0
2020-12-01,PLTR,0.0
2020-12-01,QFIN,0.0
2020-12-01,WDFC,0.0
2020-12-01,AGL,0.0
2020-12-01,ENSG,0.0
2020-12-01,IART,0.0
2020-12-01,Z,0.0
2020-12-01,IRTC,0.0
2020-12-01,CERT,0.0
2020-12-01,NUS,0.0
2020-12-01,ACHC,0.0
2020-12-01,COUR,0.0
2020-12-01,PINC,0.0
2020-12-01,ACI,0.0
2020-12-01,EPC,0.0
2020-12-01,COKE,0.0
2020-12-01,CALM,0.0
2020-12-01,CENTA,0.0
2020-12-01,STAA,0.0
2020-12-01,LNTH,0.0
2020-12-01,MED,0.0
2020-12-01,LEVI,0.0
2020-12-01,RELX,0.0
2020-12-01,PSMT,0.0
2020-12-01,AZN,0.0
2020-12-01,SDGR,0.0
2020-12-01,GKOS,0.0
2020-12-01,THS,0.0
2020-12-01,NARI,0.0
2020-12-01,NEOG,0.0
2020-12-01,OSH,0.0
2020-12-01,GDRX,0.0
2020-12-01,HAE,0.0
2020-12-01,JJSF,0.0
2020-12-01,IRBT,0.0
2020-12-01,RUN,0.0
2020-12-01,REYN,0.0
2020-12-01,IPAR,0.0
2020-12-01,CD,0.0
2020-12-01,SKIN,0.0
2020-12-01,GSK,0.0
2020-12-01,ATRC,0.0
